FIPS,Tract,County,State,Total,Under 18,18 to 64,Over 64,White,Black,Hispanic,Asian,Other_Races,Below 9th grade,High School,College,Advanced Degree
36103158803,Census Tract 1588.03,Suffolk County,New York,5987,0.1678637046935026,0.6600968765658928,0.17203941874060463,0.7369300150325706,0.09387005177885419,0.10389176549189912,0.025722398530148655,0.03958576916652748,0.029548989113530325,0.9080204399022439,0.37080648744723393,0.2006220839813375
36103158805,Census Tract 1588.05,Suffolk County,New York,3506,0.2378779235596121,0.6411865373645179,0.12093553907586994,0.7116371933827724,0.008556759840273816,0.2296063890473474,0.015972618368511125,0.034227039361095266,0.0017263703064307294,0.936124298662063,0.30427276650841606,0.12041432887354338
36103158806,Census Tract 1588.06,Suffolk County,New York,4294,0.2568700512342804,0.6611551001397299,0.08197484862598975,0.655798789007918,0.0011644154634373545,0.264089427107592,0.07172799254774104,0.007219375873311598,0.025374855824682813,0.883121876201461,0.23106497500961168,0.049596309111880045
36103158901,Census Tract 1589.01,Suffolk County,New York,3266,0.20422535211267606,0.6530924678505817,0.14268218003674218,0.49540722596448256,0.08787507654623393,0.24219228413962032,0.06001224739742805,0.11451316595223515,0.007506255212677231,0.8640533778148457,0.47581317764804004,0.23102585487906588
36103158902,Census Tract 1589.02,Suffolk County,New York,4460,0.11928251121076233,0.8208520179372197,0.05986547085201794,0.6867713004484305,0.014349775784753363,0.23811659192825113,0.04618834080717489,0.014573991031390135,0.1537598204264871,0.7780583613916947,0.2845117845117845,0.15095398428731763
36103159000,Census Tract 1590,Suffolk County,New York,4617,0.17457223305176522,0.7037037037037037,0.12172406324453108,0.7182152913147065,0.022742040285899934,0.1808533679878709,0.02837340264240849,0.049815897769114145,0.05528913963328632,0.9145275035260931,0.38787023977433005,0.1830747531734838
36103159103,Census Tract 1591.03,Suffolk County,New York,5353,0.2811507565850925,0.6390808892209976,0.07976835419390996,0.17784419951429106,0.26508499906594435,0.5025219503082383,0.0,0.05454885111152625,0.11892583120204604,0.7621483375959079,0.14226342710997442,0.04092071611253197
36103159106,Census Tract 1591.06,Suffolk County,New York,5776,0.20533240997229918,0.6802285318559557,0.11443905817174516,0.6128808864265928,0.12551939058171746,0.22403047091412742,0.023026315789473683,0.014542936288088643,0.030513520218308113,0.8905978665343587,0.25080625155048375,0.1084098238650459
36103159107,Census Tract 1591.07,Suffolk County,New York,4620,0.23506493506493506,0.6571428571428571,0.10779220779220779,0.5751082251082251,0.016883116883116882,0.3471861471861472,0.03961038961038961,0.021212121212121213,0.04492979719188767,0.8037441497659906,0.1918876755070203,0.08517940717628705
36103159108,Census Tract 1591.08,Suffolk County,New York,7282,0.2293326009338094,0.5487503433122769,0.22191705575391377,0.67742378467454,0.02636638286185114,0.2901675363911013,0.006042296072507553,0.0,0.02640137746317199,0.8844461450162617,0.30323321216759136,0.13851157451693133
36103159109,Census Tract 1591.09,Suffolk County,New York,2700,0.24407407407407408,0.5655555555555556,0.19037037037037038,0.8296296296296296,0.02962962962962963,0.08037037037037037,0.05592592592592593,0.0044444444444444444,0.0570005534034311,0.8533480907581626,0.2783619258439402,0.10625345877144439
36103159110,Census Tract 1591.10,Suffolk County,New York,3412,0.1406799531066823,0.5826494724501758,0.27667057444314186,0.8050996483001173,0.045134818288393906,0.1228018757327081,0.01817116060961313,0.008792497069167644,0.057882711348057884,0.8865194211728865,0.20944402132520945,0.10472201066260473
36103159111,Census Tract 1591.11,Suffolk County,New York,3489,0.20836916021782745,0.6142161077672685,0.177414732014904,0.7709945543135569,0.0,0.19289194611636573,0.014903983949555747,0.02120951562052164,0.028654485049833887,0.7848837209302325,0.2807308970099668,0.17151162790697674
36103159112,Census Tract 1591.12,Suffolk County,New York,3495,0.20257510729613734,0.6071530758226037,0.19027181688125894,0.6955650929899857,0.0844062947067239,0.13361945636623748,0.0117310443490701,0.07467811158798283,0.05210727969348659,0.9218390804597701,0.33793103448275863,0.09080459770114943
36103159201,Census Tract 1592.01,Suffolk County,New York,3032,0.18007915567282323,0.6751319261213721,0.14478891820580475,0.7285620052770448,0.0,0.24109498680738786,0.01912928759894459,0.011213720316622692,0.016156462585034014,0.8282312925170068,0.28784013605442177,0.06930272108843537
36103159203,Census Tract 1592.03,Suffolk County,New York,5321,0.16369103551963918,0.6782559669235106,0.1580529975568502,0.7560608908099982,0.02631084382634843,0.10486750610787446,0.05374929524525465,0.05901146401052434,0.016516129032258065,0.9303225806451613,0.4103225806451613,0.21006451612903226
36103159204,Census Tract 1592.04,Suffolk County,New York,3815,0.15910878112712976,0.5913499344692005,0.24954128440366974,0.7530799475753605,0.06788990825688074,0.16068152031454783,0.010484927916120577,0.007863695937090432,0.041560335399197956,0.9015676266861101,0.35472110827561065,0.17389719285453883
36103159300,Census Tract 1593,Suffolk County,New York,1844,0.14587852494577006,0.5037960954446855,0.35032537960954446,0.9050976138828634,0.004338394793926247,0.0368763557483731,0.006507592190889371,0.04718004338394794,0.0,0.9764784946236559,0.6216397849462365,0.3192204301075269
