FIPS,Tract,County,State,LILATracts_Vehicle
36103158510,Census Tract 1585.10,Suffolk County,New York,0
36103158511,Census Tract 1585.11,Suffolk County,New York,0
36103158512,Census Tract 1585.12,Suffolk County,New York,0
36103158604,Census Tract 1586.04,Suffolk County,New York,0
36103158605,Census Tract 1586.05,Suffolk County,New York,0
36103158606,Census Tract 1586.06,Suffolk County,New York,0
36103158607,Census Tract 1586.07,Suffolk County,New York,0
36103158608,Census Tract 1586.08,Suffolk County,New York,0
36103158609,Census Tract 1586.09,Suffolk County,New York,0
36103158704,Census Tract 1587.04,Suffolk County,New York,0
36103158705,Census Tract 1587.05,Suffolk County,New York,0
36103158707,Census Tract 1587.07,Suffolk County,New York,0
36103158708,Census Tract 1587.08,Suffolk County,New York,0
36103158709,Census Tract 1587.09,Suffolk County,New York,0
36103158710,Census Tract 1587.10,Suffolk County,New York,0
36103158711,Census Tract 1587.11,Suffolk County,New York,0
36103158712,Census Tract 1587.12,Suffolk County,New York,0
36103158802,Census Tract 1588.02,Suffolk County,New York,0
36103158803,Census Tract 1588.03,Suffolk County,New York,0
36103158804,Census Tract 1588.04,Suffolk County,New York,0
36103158900,Census Tract 1589,Suffolk County,New York,0
36103159000,Census Tract 1590,Suffolk County,New York,0
36103159102,Census Tract 1591.02,Suffolk County,New York,0
36103159103,Census Tract 1591.03,Suffolk County,New York,1
36103159105,Census Tract 1591.05,Suffolk County,New York,0
36103159106,Census Tract 1591.06,Suffolk County,New York,0
36103159107,Census Tract 1591.07,Suffolk County,New York,0
36103159108,Census Tract 1591.08,Suffolk County,New York,0
36103159201,Census Tract 1592.01,Suffolk County,New York,0
36103159203,Census Tract 1592.03,Suffolk County,New York,0
36103159204,Census Tract 1592.04,Suffolk County,New York,0
36103159300,Census Tract 1593,Suffolk County,New York,0
36103159404,Census Tract 1594.04,Suffolk County,New York,1
36103159406,Census Tract 1594.06,Suffolk County,New York,0
36103159407,Census Tract 1594.07,Suffolk County,New York,0
36103159408,Census Tract 1594.08,Suffolk County,New York,0
36103159410,Census Tract 1594.10,Suffolk County,New York,0
36103159411,Census Tract 1594.11,Suffolk County,New York,0
36103159412,Census Tract 1594.12,Suffolk County,New York,0
36103159505,Census Tract 1595.05,Suffolk County,New York,0
36103159506,Census Tract 1595.06,Suffolk County,New York,0
36103159508,Census Tract 1595.08,Suffolk County,New York,0
36103159509,Census Tract 1595.09,Suffolk County,New York,0
36103159510,Census Tract 1595.10,Suffolk County,New York,0
36103159511,Census Tract 1595.11,Suffolk County,New York,0
36103159512,Census Tract 1595.12,Suffolk County,New York,0
36103159601,Census Tract 1596.01,Suffolk County,New York,0
36103159602,Census Tract 1596.02,Suffolk County,New York,0
36103169701,Census Tract 1697.01,Suffolk County,New York,0
36103169703,Census Tract 1697.03,Suffolk County,New York,0
36103169704,Census Tract 1697.04,Suffolk County,New York,1
36103169800,Census Tract 1698,Suffolk County,New York,0
36103169901,Census Tract 1699.01,Suffolk County,New York,0
36103169902,Census Tract 1699.02,Suffolk County,New York,0
36103170001,Census Tract 1700.01,Suffolk County,New York,0
36103170002,Census Tract 1700.02,Suffolk County,New York,0
36103170101,Census Tract 1701.01,Suffolk County,New York,0
36103170201,Census Tract 1702.01,Suffolk County,New York,0
36103170202,Census Tract 1702.02,Suffolk County,New York,0
36103180300,Census Tract 1803,Suffolk County,New York,0
36103190401,Census Tract 1904.01,Suffolk County,New York,0
36103190402,Census Tract 1904.02,Suffolk County,New York,0
36103190403,Census Tract 1904.03,Suffolk County,New York,0
36103190502,Census Tract 1905.02,Suffolk County,New York,0
36103190503,Census Tract 1905.03,Suffolk County,New York,0
36103190504,Census Tract 1905.04,Suffolk County,New York,0
36103190601,Census Tract 1906.01,Suffolk County,New York,0
36103190603,Census Tract 1906.03,Suffolk County,New York,0
36103190604,Census Tract 1906.04,Suffolk County,New York,0
36103190704,Census Tract 1907.04,Suffolk County,New York,0
36103190705,Census Tract 1907.05,Suffolk County,New York,0
36103190706,Census Tract 1907.06,Suffolk County,New York,0
36103190707,Census Tract 1907.07,Suffolk County,New York,0
36103190708,Census Tract 1907.08,Suffolk County,New York,0
36103190800,Census Tract 1908,Suffolk County,New York,0
36103200901,Census Tract 2009.01,Suffolk County,New York,0
36103200902,Census Tract 2009.02,Suffolk County,New York,0
36103201001,Census Tract 2010.01,Suffolk County,New York,0
36103201003,Census Tract 2010.03,Suffolk County,New York,0
36103201004,Census Tract 2010.04,Suffolk County,New York,0
36103201100,Census Tract 2011,Suffolk County,New York,0
