FIPS,County,State,Met_Breast_Screen,Met_Cervical_Screen,Met_Colon_Screen,Currently_Smoke,BMI_Obese,Physically_Inactive,Binge_Drinking,Sleep_Debt,Cancer_Prevalence,Bad_Health,Poor_Physical,Poor_Mental,Depression,Diabetes_DX,High_BP,BP_Medicine,CHD,Had_Stroke,Kidney_Disease,Asthma,COPD,No_Teeth,Recent_Checkup,Recent_Dentist
36103135004,Suffolk County,New York,76.7,89.7,74.0,9.6,27.4,19.2,15.0,30.6,8.2,10.0,8.2,11.4,18.0,9.0,32.2,80.5,5.7,2.5,2.7,9.4,5.3,6.9,78.6,76.3
36103135005,Suffolk County,New York,73.4,88.5,74.4,9.2,25.5,26.3,10.9,29.2,12.9,13.6,10.4,10.6,16.5,11.4,40.8,86.2,9.2,4.2,4.4,9.2,7.5,9.9,82.9,73.8
36103135101,Suffolk County,New York,75.0,89.1,73.3,10.3,27.2,19.8,15.9,32.0,7.4,9.7,7.9,12.0,18.2,8.3,29.8,78.4,5.1,2.3,2.6,9.3,4.8,7.2,77.4,75.4
36103135102,Suffolk County,New York,76.3,89.1,73.0,10.8,27.8,20.5,15.6,32.0,7.3,10.2,8.1,12.3,18.5,8.4,30.0,78.3,5.1,2.3,2.6,9.5,5.0,7.8,77.2,74.2
36103135103,Suffolk County,New York,76.5,89.8,73.2,9.6,26.9,18.2,16.5,31.2,7.1,8.9,7.4,11.6,18.1,7.7,28.5,77.6,4.6,2.1,2.3,9.3,4.4,6.4,77.1,77.0
36103135104,Suffolk County,New York,75.4,89.5,72.3,11.7,28.3,20.3,16.6,32.3,6.8,10.5,8.3,12.8,19.3,8.1,29.0,76.7,4.9,2.2,2.4,9.8,5.1,8.3,76.3,73.6
36103135201,Suffolk County,New York,76.1,89.0,74.2,10.2,26.5,19.4,16.2,31.2,7.5,9.5,7.7,12.1,18.6,7.7,29.0,78.2,4.9,2.2,2.5,9.4,4.8,7.4,77.1,76.0
36103135204,Suffolk County,New York,74.7,88.9,73.6,12.1,28.7,21.8,15.4,32.5,7.9,11.3,8.9,12.6,19.0,9.1,32.1,79.5,5.8,2.6,2.8,9.7,5.8,8.8,77.8,73.3
36103135205,Suffolk County,New York,75.2,89.3,73.9,10.4,26.9,20.0,15.8,31.7,7.7,9.8,7.9,11.9,18.1,8.2,30.0,78.7,5.2,2.3,2.6,9.3,4.9,7.5,77.4,75.3
36103135208,Suffolk County,New York,74.2,89.1,74.6,10.3,27.2,21.0,14.8,31.4,8.5,10.4,8.4,11.8,18.1,9.0,32.0,80.5,5.8,2.6,2.9,9.4,5.4,7.8,78.6,75.5
36103135209,Suffolk County,New York,75.9,89.3,75.0,9.7,27.0,19.5,15.2,31.0,7.9,9.8,7.9,11.4,17.8,8.6,31.0,79.8,5.5,2.4,2.7,9.2,5.0,6.9,78.1,76.0
36103135301,Suffolk County,New York,75.5,88.8,74.0,10.9,27.4,20.7,15.7,31.6,7.9,10.5,8.4,12.2,18.6,8.5,30.9,79.2,5.5,2.5,2.7,9.5,5.4,8.1,77.7,74.9
36103135303,Suffolk County,New York,76.4,89.3,71.8,11.3,28.4,19.9,16.8,32.7,6.9,9.9,8.1,12.9,19.4,7.8,28.6,76.5,4.8,2.2,2.4,9.8,4.9,7.9,76.4,74.3
36103135304,Suffolk County,New York,75.4,89.5,74.5,10.7,28.1,20.4,15.5,31.8,8.1,10.2,8.4,12.1,18.7,8.7,31.5,79.5,5.6,2.5,2.7,9.6,5.4,7.4,78.1,75.2
36103135401,Suffolk County,New York,76.5,89.3,73.3,11.2,27.8,20.8,16.0,32.2,7.3,10.5,8.3,12.6,18.9,8.2,29.6,77.7,5.1,2.4,2.6,9.7,5.1,8.2,76.8,73.7
36103135402,Suffolk County,New York,77.2,89.4,75.1,10.1,27.2,18.6,16.5,31.7,6.9,9.1,7.5,11.9,18.4,7.7,28.3,77.2,4.5,2.0,2.3,9.4,4.5,6.6,76.7,76.1
36103135403,Suffolk County,New York,75.4,88.2,71.1,13.7,29.7,22.7,17.0,34.2,6.2,11.5,8.8,13.9,19.8,8.2,28.5,75.4,4.6,2.2,2.3,9.9,5.4,9.5,75.2,70.3
36103145602,Suffolk County,New York,75.3,84.7,64.1,15.1,35.0,33.8,15.5,37.5,4.1,19.3,10.7,15.8,17.9,11.0,27.8,71.5,4.6,2.4,2.6,10.4,5.0,16.4,72.9,56.2
36103145603,Suffolk County,New York,76.7,84.9,63.9,14.6,36.3,34.8,15.4,38.0,3.9,19.8,10.8,15.6,17.5,11.8,27.9,71.6,4.4,2.4,2.7,10.3,4.5,14.5,73.1,56.1
36103145604,Suffolk County,New York,76.1,84.6,62.8,15.2,35.4,34.2,15.9,38.0,3.7,19.4,10.7,15.9,17.9,10.9,26.8,70.0,4.2,2.3,2.5,10.3,4.6,16.2,72.2,55.8
36103145605,Suffolk County,New York,75.7,85.1,66.1,14.4,33.7,33.1,15.5,37.2,4.6,18.8,10.6,15.3,17.6,10.8,28.4,73.0,4.8,2.6,2.8,10.4,5.2,16.5,73.4,57.8
36103145701,Suffolk County,New York,75.2,86.6,70.6,12.7,28.4,23.7,15.3,33.9,6.6,12.2,8.8,13.6,18.9,8.9,29.7,76.9,5.3,2.5,2.6,9.8,5.5,10.9,75.8,68.4
36103145702,Suffolk County,New York,76.4,84.9,63.9,15.2,35.8,34.3,15.4,37.9,4.2,19.7,11.0,15.7,17.9,11.6,28.7,72.3,4.7,2.5,2.7,10.4,5.1,15.9,73.2,56.0
36103145703,Suffolk County,New York,75.5,85.1,66.1,15.0,34.6,33.0,15.7,38.0,4.4,18.2,10.5,15.6,17.8,10.8,28.3,72.4,4.6,2.5,2.6,10.4,5.0,15.0,73.4,57.6
36103145704,Suffolk County,New York,76.3,85.4,67.2,15.1,33.7,30.7,15.5,38.7,4.5,16.7,10.0,15.4,17.9,10.4,28.8,72.9,4.4,2.4,2.5,10.5,5.0,13.9,74.3,59.8
36103145803,Suffolk County,New York,75.9,88.4,74.3,11.7,28.7,21.8,15.6,32.6,7.5,11.1,8.8,12.7,18.9,9.2,31.5,79.3,5.5,2.5,2.7,9.7,5.6,8.1,77.6,73.2
36103145804,Suffolk County,New York,75.6,86.8,70.0,13.0,30.7,27.3,14.9,35.4,6.8,14.3,9.7,13.8,18.0,10.2,31.6,77.7,5.6,2.8,2.9,10.1,5.7,11.8,76.7,66.5
36103145805,Suffolk County,New York,75.9,87.8,70.7,13.2,29.5,22.2,17.2,34.2,6.0,11.1,8.6,14.2,20.2,7.9,27.7,74.8,4.4,2.1,2.3,10.0,5.2,9.2,75.0,70.6
36103145807,Suffolk County,New York,76.0,88.1,72.6,13.3,29.2,22.0,17.3,34.2,6.3,11.0,8.6,14.0,20.0,8.0,28.2,75.4,4.6,2.2,2.3,9.9,5.3,8.9,75.3,71.3
36103145808,Suffolk County,New York,75.5,87.4,71.9,14.2,29.8,23.8,16.6,34.3,6.4,12.3,9.3,14.3,20.1,8.7,29.6,76.5,5.0,2.4,2.5,10.0,5.8,9.9,75.4,69.3
36103145901,Suffolk County,New York,75.6,86.6,68.2,14.5,33.7,28.6,15.8,37.1,5.3,15.3,9.8,14.9,18.4,10.3,29.9,74.6,4.8,2.5,2.6,10.2,5.4,12.2,75.2,63.1
36103145902,Suffolk County,New York,76.3,85.0,63.8,15.6,35.7,33.4,15.6,38.8,4.0,18.6,10.6,16.0,18.0,11.0,28.4,71.7,4.4,2.4,2.6,10.6,5.0,15.4,73.4,56.5
36103145903,Suffolk County,New York,75.0,86.9,67.1,15.1,31.8,26.9,16.0,35.5,6.0,14.6,10.1,15.1,20.1,9.5,29.8,75.5,5.2,2.5,2.6,10.5,6.0,12.9,75.2,65.3
36103146001,Suffolk County,New York,75.9,84.6,63.5,14.4,35.0,34.0,16.5,37.8,3.5,18.9,10.3,15.7,17.6,10.3,25.5,68.7,3.8,2.2,2.5,10.2,4.2,15.2,71.4,56.1
36103146002,Suffolk County,New York,75.9,83.6,63.1,16.0,35.7,35.7,14.8,38.5,4.1,20.9,11.5,16.3,18.3,12.2,28.9,72.1,4.7,2.6,2.8,10.8,5.2,16.5,73.2,54.3
36103146003,Suffolk County,New York,76.4,86.2,68.4,14.4,34.0,30.5,14.4,37.6,5.6,17.0,10.5,14.7,17.8,11.6,32.3,76.9,5.4,2.9,3.0,10.6,5.8,14.3,76.3,61.7
36103146102,Suffolk County,New York,74.6,85.7,66.7,13.5,32.9,30.9,16.2,37.0,4.5,16.7,9.8,14.8,17.5,9.9,26.8,71.8,4.3,2.3,2.6,10.2,4.6,13.9,73.2,60.8
36103146103,Suffolk County,New York,73.7,87.2,70.0,15.0,31.2,26.5,15.8,35.1,6.4,13.9,9.9,14.6,19.8,9.7,30.8,76.9,5.4,2.6,2.7,10.2,6.2,11.7,75.7,66.4
36103146105,Suffolk County,New York,75.1,84.8,65.7,15.1,35.6,35.3,14.8,38.0,4.8,20.1,11.3,15.7,17.8,12.2,30.3,74.3,5.2,2.8,3.0,10.6,5.5,16.2,74.2,56.2
36103146106,Suffolk County,New York,75.4,85.0,65.2,14.0,34.6,35.3,14.0,36.7,5.8,20.4,11.6,15.2,17.6,12.3,31.3,75.9,5.8,3.2,3.3,10.5,6.0,17.7,75.1,57.0
36103146201,Suffolk County,New York,74.3,83.4,62.2,17.7,36.9,38.8,14.7,38.8,4.3,23.3,12.6,17.3,19.1,12.6,29.8,72.1,5.3,2.9,3.0,11.2,6.0,19.6,72.6,50.5
36103146202,Suffolk County,New York,78.6,85.7,69.0,15.6,37.3,33.6,15.0,40.1,4.1,19.7,10.8,16.0,17.4,12.3,31.2,73.7,4.6,2.9,2.9,11.1,5.1,17.9,74.8,55.8
36103146203,Suffolk County,New York,76.0,84.2,62.3,17.6,37.2,35.8,14.9,39.6,4.0,21.4,11.9,17.4,19.3,12.0,29.9,72.0,4.7,2.7,2.8,11.5,5.8,18.2,73.5,53.2
36103146204,Suffolk County,New York,75.8,85.7,66.0,15.0,35.1,33.2,16.0,38.4,4.2,18.5,10.6,15.7,18.0,10.6,27.9,71.5,4.4,2.5,2.6,10.5,4.9,15.5,73.0,57.3
36103146205,Suffolk County,New York,73.8,87.6,69.7,14.7,30.4,24.6,16.5,34.2,6.5,13.1,9.6,14.7,20.5,8.8,29.8,76.2,5.3,2.5,2.6,10.3,6.2,11.8,75.2,68.0
36103146206,Suffolk County,New York,75.9,88.0,69.9,13.4,31.7,24.1,16.9,35.4,5.5,12.5,9.0,14.5,19.4,8.8,28.4,74.4,4.5,2.2,2.4,10.2,5.1,10.3,75.0,67.9
36103146300,Suffolk County,New York,76.7,86.0,69.7,16.5,34.5,32.2,12.3,36.6,8.0,19.2,12.7,15.0,19.7,14.6,39.7,82.4,7.8,4.0,3.9,11.3,8.6,14.9,79.3,61.4
36103146402,Suffolk County,New York,74.9,88.1,70.9,13.0,29.4,22.8,16.8,33.7,6.6,11.7,8.8,13.8,19.6,8.5,29.2,76.6,5.0,2.3,2.5,9.9,5.5,9.9,75.8,70.9
36103146403,Suffolk County,New York,76.5,84.6,64.4,16.6,36.3,34.7,15.1,39.4,4.2,19.8,11.1,16.6,18.3,11.4,29.6,72.3,4.6,2.6,2.7,11.0,5.4,16.8,73.9,55.0
36103146404,Suffolk County,New York,75.8,85.2,66.4,16.6,35.4,32.7,14.7,38.3,5.0,18.8,11.3,16.2,19.1,11.6,31.5,75.0,5.2,2.8,2.8,11.1,6.3,15.8,75.1,57.7
36103146500,Suffolk County,New York,74.3,87.7,70.0,13.6,29.5,22.7,17.3,34.2,6.3,11.3,8.8,14.4,20.3,8.0,28.2,75.4,4.7,2.2,2.4,10.0,5.4,10.0,75.1,70.5
36103146604,Suffolk County,New York,76.1,87.4,71.6,12.9,28.6,22.0,17.2,34.1,6.0,10.9,8.4,13.9,19.6,7.9,27.5,75.0,4.4,2.1,2.3,9.8,5.0,8.8,74.9,70.9
36103146605,Suffolk County,New York,74.7,86.8,68.5,14.3,29.6,23.6,17.4,35.1,5.6,11.9,8.9,14.7,20.2,8.2,27.4,74.2,4.4,2.1,2.2,10.1,5.3,9.8,74.5,69.2
36103146606,Suffolk County,New York,75.1,88.2,72.1,13.4,29.5,23.3,16.1,33.5,7.4,12.0,9.4,13.7,19.8,8.9,31.2,78.2,5.6,2.6,2.7,10.0,6.1,10.1,76.6,70.9
36103146607,Suffolk County,New York,75.6,87.0,69.0,13.9,29.8,24.1,16.0,34.1,6.7,12.5,9.4,14.2,19.9,9.0,30.3,77.1,5.3,2.5,2.6,10.1,6.0,10.8,75.9,68.9
36103146608,Suffolk County,New York,75.9,87.1,70.5,15.5,31.2,25.3,16.0,34.7,6.3,13.6,10.0,15.2,21.3,9.3,30.2,76.1,5.3,2.5,2.6,10.6,6.4,11.4,75.2,66.1
36103146611,Suffolk County,New York,76.3,88.7,73.3,13.0,28.5,21.4,17.4,34.0,6.1,10.4,8.1,13.9,20.0,7.3,26.7,74.2,4.3,2.0,2.2,9.9,4.9,8.7,74.8,71.3
36103146612,Suffolk County,New York,75.8,87.6,71.7,13.7,29.7,22.8,17.0,34.1,6.4,11.4,8.9,14.1,20.2,8.4,29.1,76.3,4.8,2.3,2.4,10.0,5.5,9.3,75.5,70.7
36103146613,Suffolk County,New York,75.2,87.3,70.6,14.3,29.4,23.3,17.1,34.2,6.1,11.7,9.0,14.5,20.5,8.1,28.2,75.5,4.7,2.2,2.3,10.1,5.6,9.9,75.0,69.9
36103146614,Suffolk County,New York,76.6,88.6,73.7,11.4,28.4,20.6,16.2,32.7,7.0,10.3,8.3,12.7,19.1,8.5,29.7,78.0,4.9,2.2,2.5,9.7,5.1,7.4,77.0,74.3
36103146615,Suffolk County,New York,76.0,87.9,72.4,13.1,28.9,22.5,16.7,34.1,6.5,11.4,8.7,13.9,19.9,8.2,28.7,75.9,4.8,2.3,2.5,10.0,5.4,9.5,75.5,70.5
36103146703,Suffolk County,New York,74.8,86.8,69.8,13.9,31.3,27.0,15.9,35.9,5.9,14.1,9.5,14.1,18.2,9.7,30.0,75.9,5.1,2.5,2.7,10.0,5.4,11.7,75.5,65.9
36103146704,Suffolk County,New York,74.3,88.1,69.8,13.6,29.8,23.3,15.9,33.9,7.4,12.2,9.5,14.1,20.3,9.0,31.3,78.0,5.7,2.6,2.8,10.2,6.2,10.5,76.7,70.2
36103146705,Suffolk County,New York,74.3,88.3,72.2,12.4,28.7,22.1,16.1,32.6,7.3,11.2,8.8,13.3,19.6,8.6,30.3,78.0,5.4,2.5,2.6,9.9,5.6,9.3,76.7,72.2
36103146706,Suffolk County,New York,74.2,87.8,69.9,14.0,29.6,23.1,17.2,34.3,6.4,11.7,9.0,14.4,20.2,8.1,28.7,75.6,4.9,2.3,2.5,10.1,5.5,10.3,75.2,70.1
36103146800,Suffolk County,New York,75.4,87.9,70.2,13.4,29.4,22.2,17.0,33.7,6.6,11.3,8.9,14.1,20.4,8.2,29.1,76.3,4.9,2.3,2.5,10.1,5.6,9.6,75.6,71.1
36103146901,Suffolk County,New York,76.4,89.1,71.9,11.2,28.0,19.8,17.0,32.2,7.0,9.8,8.1,12.9,19.4,7.7,28.5,76.8,4.7,2.2,2.4,9.7,4.9,7.8,76.4,74.9
36103146902,Suffolk County,New York,76.5,89.1,72.5,10.3,26.8,21.3,14.6,30.7,9.1,11.1,8.8,11.8,18.3,9.0,33.2,81.2,6.3,2.9,3.1,9.6,5.8,8.5,79.1,75.3
36103147001,Suffolk County,New York,75.5,89.0,72.1,11.9,28.3,20.2,17.4,32.8,6.7,10.1,8.2,13.3,19.7,7.7,28.2,76.1,4.7,2.2,2.4,9.8,5.0,8.3,75.9,73.8
36103147003,Suffolk County,New York,75.8,89.0,74.0,10.6,27.5,21.1,15.3,31.5,8.4,10.8,8.6,11.9,18.3,8.9,32.1,80.1,5.9,2.6,2.9,9.5,5.6,8.2,78.2,74.5
36103147004,Suffolk County,New York,75.9,89.1,75.2,10.9,28.7,19.4,16.7,32.0,7.4,10.3,8.6,12.6,19.3,8.8,31.1,78.9,5.4,2.3,2.6,9.7,5.6,7.0,77.2,74.9
36103147100,Suffolk County,New York,77.5,90.2,73.5,9.8,27.5,18.4,16.2,31.2,7.5,9.4,7.8,11.6,18.4,8.0,29.8,78.2,4.9,2.2,2.5,9.5,4.7,6.8,77.6,76.8
36103147200,Suffolk County,New York,76.6,87.6,69.3,13.6,32.3,26.5,15.0,35.5,6.0,14.6,9.7,14.4,18.8,10.1,31.1,76.4,5.3,2.6,2.8,10.5,5.7,12.1,76.5,65.5
36103147300,Suffolk County,New York,75.5,87.7,71.0,12.9,31.1,26.1,15.4,35.5,6.3,14.0,9.4,13.8,18.0,9.6,30.4,76.2,5.1,2.6,2.8,10.3,5.4,11.8,76.3,66.8
36103147401,Suffolk County,New York,75.9,88.5,71.0,12.0,29.0,22.4,16.4,33.5,6.5,11.4,8.6,13.5,19.2,8.3,28.7,76.3,4.8,2.3,2.5,9.9,5.1,9.5,76.0,71.2
36103147402,Suffolk County,New York,76.2,89.5,73.8,10.5,27.5,19.2,16.3,31.5,7.7,9.8,8.1,12.2,18.9,8.1,30.0,78.5,5.2,2.3,2.6,9.6,5.1,7.4,77.5,76.2
36103147501,Suffolk County,New York,75.2,87.9,70.0,13.3,29.2,23.1,16.5,33.5,6.9,11.8,9.1,13.9,19.9,8.5,29.8,77.0,5.2,2.5,2.6,10.0,5.7,10.4,76.0,70.6
36103147502,Suffolk County,New York,75.8,89.3,71.8,11.0,27.6,19.8,16.9,32.0,7.2,9.9,8.1,12.7,19.2,7.7,28.8,77.3,4.9,2.3,2.5,9.7,4.9,8.0,76.7,75.3
36103147503,Suffolk County,New York,77.4,90.0,73.6,8.6,26.2,17.7,16.0,29.9,7.9,8.8,7.4,11.1,17.8,7.9,29.9,79.4,5.1,2.2,2.5,9.2,4.5,6.1,78.1,78.4
36103147601,Suffolk County,New York,76.3,88.5,74.5,10.3,27.6,19.5,16.5,31.7,7.1,9.7,8.0,13.3,19.7,7.9,28.7,77.8,4.9,2.2,2.4,9.9,5.0,7.3,77.0,75.0
36103147602,Suffolk County,New York,75.7,89.0,75.6,11.0,27.9,21.4,15.1,31.5,8.7,11.0,8.9,12.1,18.7,9.1,32.8,80.6,6.0,2.7,2.9,9.6,5.9,8.2,78.4,74.5
36103147701,Suffolk County,New York,75.3,88.2,71.3,12.7,28.2,23.4,15.8,32.8,7.8,12.0,9.2,13.4,19.6,8.6,30.8,78.5,5.6,2.7,2.8,9.9,5.9,10.4,76.8,71.4
36103147702,Suffolk County,New York,75.1,88.2,70.3,13.2,29.4,23.2,15.7,33.1,7.6,12.2,9.4,13.8,20.1,9.1,31.7,78.7,5.8,2.7,2.8,10.1,6.2,10.4,77.0,70.9
36103147802,Suffolk County,New York,76.5,89.3,72.8,10.6,27.7,20.1,15.6,31.3,7.9,10.4,8.4,12.3,18.9,8.4,30.8,79.1,5.5,2.5,2.7,9.7,5.3,8.0,77.7,75.1
36103147803,Suffolk County,New York,74.0,87.9,72.9,11.6,27.5,24.0,13.9,31.4,9.1,12.6,9.5,12.5,18.7,9.7,33.9,81.6,6.6,3.0,3.2,9.8,6.5,10.3,78.9,72.4
36103147804,Suffolk County,New York,75.8,89.3,72.7,11.9,28.7,21.5,15.8,32.1,7.6,11.1,8.9,13.0,19.6,8.6,30.8,78.4,5.5,2.5,2.7,10.0,5.7,8.8,77.2,73.2
36103147901,Suffolk County,New York,75.1,88.1,73.1,13.1,29.4,23.7,15.2,33.3,7.9,12.5,9.6,13.5,19.8,9.4,32.4,79.3,6.0,2.8,2.9,10.1,6.4,9.9,77.5,70.9
36103147902,Suffolk County,New York,77.3,90.0,74.0,9.9,27.8,18.2,16.4,31.4,7.3,9.1,7.8,12.1,19.0,7.9,29.4,77.9,4.8,2.2,2.4,9.6,4.7,6.5,77.5,77.1
36103158001,Suffolk County,New York,78.3,90.3,75.0,7.8,26.0,17.3,14.9,29.5,8.0,8.7,7.3,10.5,17.2,8.4,30.8,80.4,5.2,2.3,2.6,9.1,4.4,5.3,79.0,79.0
36103158002,Suffolk County,New York,78.1,89.4,75.4,8.0,25.9,17.3,15.2,29.8,7.9,8.6,7.3,10.9,17.5,8.2,30.1,79.8,5.0,2.2,2.5,9.2,4.4,5.5,78.5,78.5
36103158006,Suffolk County,New York,76.2,87.9,75.0,9.5,26.1,20.2,14.8,31.2,7.9,10.0,7.9,11.6,17.5,8.7,30.9,79.9,5.5,2.5,2.7,9.2,5.0,7.3,78.0,75.1
36103158007,Suffolk County,New York,77.0,68.7,77.6,5.5,16.5,15.9,21.6,31.6,1.5,5.9,4.0,19.1,20.5,1.7,9.3,39.3,1.3,0.7,0.8,10.1,1.5,11.8,68.7,73.0
36103158009,Suffolk County,New York,77.7,89.1,72.7,9.4,26.7,18.8,15.6,31.1,7.0,9.3,7.5,11.8,18.1,8.1,28.9,77.9,4.8,2.1,2.4,9.3,4.4,6.7,77.2,75.9
36103158010,Suffolk County,New York,77.4,89.9,74.4,8.7,26.2,17.0,16.6,31.0,6.9,8.2,7.0,11.4,17.9,7.4,27.8,77.3,4.3,2.0,2.2,9.2,4.1,5.4,77.1,78.3
36103158011,Suffolk County,New York,76.4,87.7,73.2,10.9,27.2,20.8,15.6,32.7,6.7,10.2,8.1,12.6,18.6,8.4,28.8,77.4,4.7,2.2,2.4,9.6,4.9,7.6,76.6,73.2
36103158102,Suffolk County,New York,74.5,87.1,70.2,13.6,29.7,24.8,15.9,34.1,6.6,12.8,9.3,14.4,19.9,8.9,29.6,76.8,5.2,2.5,2.6,10.2,5.8,11.1,75.7,68.2
36103158103,Suffolk County,New York,75.0,86.2,66.6,16.3,32.1,26.5,16.6,36.5,5.4,14.3,10.1,16.1,21.1,9.3,29.0,74.0,4.8,2.4,2.5,10.7,6.0,13.0,74.2,63.8
36103158104,Suffolk County,New York,74.4,87.2,68.9,13.2,28.9,22.7,17.7,34.4,5.9,11.2,8.5,14.3,19.7,7.7,27.1,74.4,4.4,2.1,2.3,9.9,5.0,10.1,74.5,70.1
36103158107,Suffolk County,New York,74.7,86.5,72.1,12.3,28.1,23.2,15.2,33.1,7.2,12.0,9.0,13.0,18.7,9.5,31.1,78.7,5.5,2.5,2.7,9.7,5.7,9.3,76.8,70.6
36103158108,Suffolk County,New York,76.6,86.9,71.2,11.2,26.9,21.3,15.5,33.9,5.7,10.1,7.7,12.7,18.0,8.4,27.3,75.9,4.1,2.0,2.2,9.4,4.4,7.4,75.8,72.0
36103158110,Suffolk County,New York,76.1,87.8,72.1,12.4,28.6,21.8,17.3,33.9,5.9,10.7,8.3,13.8,19.5,7.8,27.1,74.7,4.3,2.1,2.2,9.8,4.9,8.7,75.0,71.5
36103158111,Suffolk County,New York,74.9,87.6,71.1,12.9,29.2,22.3,17.5,34.3,6.0,11.1,8.5,14.3,19.9,8.0,27.6,74.9,4.5,2.1,2.3,10.0,5.1,9.2,75.0,70.8
36103158112,Suffolk County,New York,74.9,86.8,70.0,13.9,29.8,24.1,16.9,34.7,5.8,12.4,9.1,14.8,20.2,8.5,28.0,74.7,4.7,2.2,2.4,10.2,5.4,10.8,74.6,67.9
36103158114,Suffolk County,New York,74.5,88.3,74.7,12.6,28.8,22.9,15.6,32.9,7.8,11.8,9.2,13.0,19.3,9.2,31.9,79.2,5.9,2.6,2.8,9.8,6.1,9.1,77.3,71.9
36103158115,Suffolk County,New York,75.0,87.3,72.7,12.4,28.1,24.3,15.0,32.9,8.2,12.6,9.5,13.1,18.9,9.7,32.9,80.1,6.4,2.9,3.0,9.7,6.3,10.3,77.6,70.8
36103158116,Suffolk County,New York,75.1,86.8,71.9,13.0,29.1,24.5,15.3,34.6,7.0,12.5,9.3,13.8,19.2,9.5,31.0,78.3,5.3,2.6,2.7,10.1,5.8,10.1,76.9,69.7
36103158202,Suffolk County,New York,75.3,86.9,71.6,12.7,29.4,23.6,15.9,33.6,6.6,12.3,9.1,14.0,19.6,9.1,29.7,77.0,5.2,2.4,2.6,10.0,5.7,10.1,75.9,69.3
36103158203,Suffolk County,New York,77.0,89.7,74.3,9.9,26.9,19.2,15.8,31.1,7.2,9.4,7.7,11.5,18.0,8.0,29.1,78.3,4.7,2.1,2.4,9.3,4.6,6.8,77.4,76.4
36103158205,Suffolk County,New York,77.0,88.9,72.1,11.9,28.6,20.2,17.0,32.9,6.4,10.3,8.3,13.2,19.7,8.0,28.4,76.1,4.6,2.1,2.3,9.8,5.0,7.8,75.9,73.5
36103158206,Suffolk County,New York,77.0,88.2,74.2,10.7,27.6,20.6,15.7,31.6,7.4,10.9,8.3,12.5,18.8,8.6,30.1,78.4,5.4,2.4,2.6,9.6,5.3,8.2,76.8,73.2
36103158207,Suffolk County,New York,77.2,88.9,76.0,9.3,26.4,19.0,15.0,30.7,8.0,9.5,7.8,11.1,17.6,8.6,31.0,80.1,5.3,2.3,2.6,9.2,4.9,6.4,78.4,76.9
36103158304,Suffolk County,New York,77.3,89.8,73.8,9.9,27.4,18.1,16.9,31.3,6.9,9.0,7.6,12.2,19.0,7.5,28.1,77.0,4.5,2.1,2.3,9.6,4.5,6.6,76.8,76.8
36103158306,Suffolk County,New York,75.7,88.5,73.0,12.1,28.2,21.8,15.9,32.4,7.5,11.4,8.9,13.1,19.6,8.6,30.6,78.4,5.5,2.5,2.7,10.0,5.8,9.3,77.0,73.0
36103158308,Suffolk County,New York,74.0,86.7,68.7,15.1,30.7,26.1,16.2,34.8,6.1,14.1,9.9,15.2,20.6,9.1,29.2,75.2,5.2,2.5,2.6,10.5,6.1,12.9,74.7,65.5
36103158309,Suffolk County,New York,76.2,86.7,69.7,14.6,31.4,25.3,16.1,36.0,5.9,13.2,9.5,14.9,19.9,9.3,30.2,75.9,4.9,2.4,2.5,10.5,5.8,11.2,75.7,66.8
36103158310,Suffolk County,New York,73.5,86.6,72.4,14.3,30.2,29.4,12.5,33.3,10.1,16.3,11.7,13.2,18.8,12.5,39.8,83.7,8.9,4.0,3.9,10.1,8.7,13.4,80.0,66.6
36103158315,Suffolk County,New York,76.3,87.7,72.4,12.9,30.0,23.3,16.2,34.8,6.4,11.8,8.9,13.8,19.3,8.8,29.7,76.7,4.8,2.3,2.5,10.1,5.4,9.2,76.3,70.3
36103158317,Suffolk County,New York,76.1,88.6,70.8,13.1,29.3,20.9,17.8,33.9,5.8,10.5,8.3,14.4,20.7,7.3,26.6,73.5,4.2,2.0,2.2,10.1,5.0,9.1,74.5,71.2
36103158318,Suffolk County,New York,76.1,89.4,72.5,12.4,29.0,20.0,17.8,33.4,6.3,10.1,8.2,13.7,20.3,7.5,27.5,75.0,4.4,2.1,2.3,10.0,5.0,8.1,75.3,73.1
36103158319,Suffolk County,New York,76.3,86.4,71.6,14.0,30.0,26.3,14.7,34.6,7.2,14.0,10.1,14.2,19.5,10.3,32.5,78.9,5.9,2.9,3.0,10.3,6.5,11.9,76.8,67.1
36103158320,Suffolk County,New York,76.6,88.3,70.8,13.3,30.1,21.5,17.7,34.8,5.6,10.8,8.4,14.3,20.3,7.8,27.2,73.8,4.2,2.0,2.2,10.1,4.9,8.5,74.8,70.8
36103158321,Suffolk County,New York,75.9,87.1,71.2,13.8,29.9,23.8,16.6,35.3,5.6,12.0,8.7,14.4,19.5,8.5,28.0,74.5,4.4,2.2,2.3,10.1,5.1,9.8,74.9,68.0
36103158322,Suffolk County,New York,76.8,88.2,77.1,9.8,26.7,20.8,13.3,31.1,8.7,10.5,8.3,10.8,17.1,10.0,33.9,82.2,6.1,2.6,2.9,9.1,5.5,6.6,79.7,75.8
36103158323,Suffolk County,New York,77.0,89.0,72.8,11.9,28.7,19.6,17.7,33.5,6.0,9.7,8.0,13.5,19.9,7.4,26.9,74.5,4.1,1.9,2.2,9.9,4.6,7.3,75.4,74.0
