FIPS,Tract,County,State,Gini Coefficient,Economic Segregation,Racial Economic Segregation,Racial Segregation,Gender Pay Gap,Uninsured Children,Uninsured (Black),Uninsured (Hispanic),Living Below Poverty (Black),Living Below Poverty (Hispanic),Lack_English_Prof
36059302000,Census Tract 3020,Nassau County,New York,0.5608,0.3003239241092087,0.33410458121240166,0.6968351987649556,0.12094117647058822,0.0,0.0,0.06097560975609756,,0.0,0.03180914512922465
36059302101,Census Tract 3021.01,Nassau County,New York,0.4609,0.7091327705295472,0.6032233307751343,0.776510067114094,0.7477168703311887,0.016423357664233577,,0.0,,0.0,0.026806526806526808
36059302102,Census Tract 3021.02,Nassau County,New York,0.4092,0.6232876712328768,0.615582191780822,0.8309496567505721,0.5401109072926618,0.037894736842105266,0.0,0.2862903225806452,,0.0,0.0234375
36059302200,Census Tract 3022,Nassau County,New York,0.3726,0.5306946688206785,0.3061389337641357,0.4309706100271672,0.44312896405919666,0.024409448818897637,0.0946372239747634,0.0,0.24,0.0,0.03463314520266803
36059302300,Census Tract 3023,Nassau County,New York,0.4101,0.6240458015267175,0.2964376590330789,0.3934042553191489,0.1393117408906882,0.08314350797266515,0.0,0.0,0.0,0.0,0.0662703654777631
36059302400,Census Tract 3024,Nassau County,New York,0.4277,0.38911407064273307,0.31731325998841925,0.6001962708537782,-0.22419573088222755,0.0,0.0,0.0,,0.0,0.04230459307010476
36059302501,Census Tract 3025.01,Nassau County,New York,0.4688,0.6549773755656109,0.5373303167420814,0.5819958129797628,0.27586634957139866,0.022727272727272728,0.0,0.0,0.0,,0.02986685858222382
36059302502,Census Tract 3025.02,Nassau County,New York,0.5262,0.6064073226544623,0.4794050343249428,0.6300326441784548,0.49976340580922385,0.05,0.0,0.14285714285714285,0.0,0.0,0.029856247696277184
36059302600,Census Tract 3026,Nassau County,New York,0.3653,0.39416058394160586,0.28102189781021897,0.47297297297297297,-0.03937247734369054,0.0,0.0,0.0,0.0,0.0,0.015144561725562184
36059302700,Census Tract 3027,Nassau County,New York,0.3997,0.49784791965566716,0.16571018651362984,0.35371498172959803,0.2567416100745039,0.012738853503184714,0.0,0.08997429305912596,,0.1527777777777778,0.03237951807228916
36059302800,Census Tract 3028,Nassau County,New York,0.4351,0.37671957671957673,0.23544973544973544,0.3877087724987838,0.3186931323970641,0.0,,0.0,,0.0,0.05301490514905149
36059302900,Census Tract 3029,Nassau County,New York,0.4058,0.48788927335640137,0.41937716262975777,0.6253424657534247,0.2168955084942984,0.0,0.0,0.0,,0.0,0.018160651920838183
36059303000,Census Tract 3030,Nassau County,New York,0.3877,0.3522964509394572,0.2254697286012526,0.42564188062687563,0.09937721752366246,0.00860832137733142,0.0,0.13618677042801555,,0.0,0.06277093809606381
36059303101,Census Tract 3031.01,Nassau County,New York,0.3835,0.49489795918367346,0.22959183673469388,0.2881659836065574,-0.03860504993177405,0.019024970273483946,0.0,0.0,0.0,0.0,0.031874662344678555
36059303102,Census Tract 3031.02,Nassau County,New York,0.4377,0.4622568093385214,0.25914396887159535,0.4011834319526627,0.19019042230528782,0.0,0.2711864406779661,0.0,0.0,0.0,0.06981366459627329
36059303203,Census Tract 3032.03,Nassau County,New York,0.3401,0.4732824427480916,0.1784351145038168,0.3102409638554217,0.17550384713731138,0.0,,0.0,,0.0,0.035652474904811354
