FIPS,Tract,County,State,Insurance Coverage,Medicaid Enrollment,Household Income,Annual Labor Force Participation Rate,Annual Unemployment Rate,Below Poverty,Received Public Assistance,Uninsured
36059302800,Census Tract 3028,Nassau County,New York,0.9905951029674072,0.10248094697583915,140174.0,0.5638236977676016,0.03451776649746193,0.010012515644555695,0.06984126984126984,0.00940489703259284
36059302900,Census Tract 3029,Nassau County,New York,0.9894977168949771,0.04452054794520548,170583.0,0.6209276642738818,0.04224099599822143,0.03353658536585366,0.005536332179930796,0.01050228310502288
36059303000,Census Tract 3030,Nassau County,New York,0.9629876625541848,0.1458819606535512,139286.0,0.6878589007383101,0.07096004770423375,0.02837326607818411,0.05688935281837161,0.037012337445815224
36059303101,Census Tract 3031.01,Nassau County,New York,0.9610655737704918,0.055327868852459015,181667.0,0.5692733990147784,0.02541914548404543,0.020202020202020204,0.045068027210884355,0.03893442622950816
36059303102,Census Tract 3031.02,Nassau County,New York,0.970887573964497,0.1739644970414201,156625.0,0.5618009750501864,0.08065339458907606,0.05511811023622047,0.0443579766536965,0.029112426035503014
36059303203,Census Tract 3032.03,Nassau County,New York,0.9936412315930389,0.1746987951807229,150000.0,0.6346895074946467,0.06815114709851552,0.0,0.02099236641221374,0.006358768406961146
36059303204,Census Tract 3032.04,Nassau County,New York,0.9502205419029616,0.15479941188825877,112637.0,0.6295436968290796,0.05405405405405406,0.015789473684210527,0.04675505931612003,0.04977945809703843
36059303301,Census Tract 3033.01,Nassau County,New York,0.9433551198257081,0.14415395787944807,140809.0,0.602745995423341,0.06150341685649203,0.044412607449856735,0.010123734533183352,0.05664488017429192
36059303302,Census Tract 3033.02,Nassau County,New York,0.9784923783670912,0.07183128001670495,146803.0,0.6212721034573766,0.033559898045879354,0.0,0.006253908692933083,0.021507621632908758
36059303400,Census Tract 3034,Nassau County,New York,0.9885931558935361,0.04714828897338403,225833.0,0.5781637717121588,0.01630901287553648,0.02706359945872801,0.008215962441314555,0.011406844106463865
36059303500,Census Tract 3035,Nassau County,New York,0.9952110677545228,0.0947144377438808,170741.0,0.6999095431931253,0.044911147011308564,0.019907100199071003,0.01819154628143392,0.004788932245477162
36059303600,Census Tract 3036,Nassau County,New York,0.9507765531062125,0.156187374749499,115375.0,0.7881368594053488,0.03696682464454976,0.0651672433679354,0.04662545079855744,0.04922344689378755
36059303700,Census Tract 3037,Nassau County,New York,0.9665209073517355,0.13418966930855425,132262.0,0.7310312790337565,0.03219656852361788,0.013915547024952015,0.03662182361733931,0.03347909264826454
36059303800,Census Tract 3038,Nassau County,New York,0.8649302325581395,0.06493023255813954,107344.0,0.7112727272727273,0.03442399454669393,0.04778393351800554,0.01671018276762402,0.1350697674418605
36059303900,Census Tract 3039,Nassau County,New York,0.9797365754812564,0.10106382978723404,157049.0,0.6468695143358689,0.04115784712799638,0.0,0.02650602409638554,0.020263424518743633
36059304001,Census Tract 3040.01,Nassau County,New York,0.9852302345786272,0.07037358818418767,186875.0,0.7364620938628159,0.024509803921568627,0.0,0.025240384615384616,0.01476976542137276
36059304002,Census Tract 3040.02,Nassau County,New York,0.9465447154471545,0.1040650406504065,107860.0,0.6476985331310066,0.042951971885982036,0.06351791530944625,0.022689540675152185,0.05345528455284554
36059304100,Census Tract 3041,Nassau County,New York,0.8763463131731566,0.1735708367854184,112684.0,0.7702740105175754,0.016169601149838304,0.02982292637465051,0.04093567251461988,0.12365368682684341
36059304202,Census Tract 3042.02,Nassau County,New York,0.8473144236572119,0.1843693421846711,125192.0,0.7116660163870464,0.020833333333333332,0.05218617771509168,0.18295454545454545,0.15268557634278812
36059304203,Census Tract 3042.03,Nassau County,New York,0.8267135914194738,0.20881514999162057,127745.0,0.7172175415856556,0.04096385542168675,0.1451923076923077,0.10938845822566753,0.17328640858052624
36059304204,Census Tract 3042.04,Nassau County,New York,0.8778996583348319,0.36827908649523466,79000.0,0.7047470005216484,0.026276831976313843,0.056308654848800835,0.20502431118314424,0.12210034166516814
36059404300,Census Tract 4043,Nassau County,New York,0.9818123803446075,0.24282067645181876,154141.0,0.6446059678653405,0.10207715133531158,0.01327433628318584,0.04940711462450593,0.018187619655392506
36059404400,Census Tract 4044,Nassau County,New York,0.9758386581469649,0.06769169329073482,178102.0,0.6896984924623115,0.021129326047358836,0.017651573292402148,0.01812688821752266,0.02416134185303509
36059404500,Census Tract 4045,Nassau County,New York,0.9755260750228728,0.12259835315645014,135434.0,0.6748232735182165,0.033440773569701855,0.04107292539815591,0.0754242614707731,0.024473924977127193
36059404600,Census Tract 4046,Nassau County,New York,0.9772403982930299,0.10621147463252727,155156.0,0.6810778797749482,0.05521739130434783,0.041701417848206836,0.08111888111888112,0.022759601706970112
36059404700,Census Tract 4047,Nassau County,New York,0.9711464280203672,0.10307051380959728,160094.0,0.6854588578726509,0.028746340165025287,0.0314913844325609,0.058363970588235295,0.028853571979632786
36059404800,Census Tract 4048,Nassau County,New York,0.9595291841341502,0.2989358271525314,101915.0,0.6367265469061876,0.09780564263322884,0.05675877520537715,0.05730994152046784,0.040470815865849774
36059404901,Census Tract 4049.01,Nassau County,New York,0.9636572302983932,0.19166029074215762,124528.0,0.6902734199910354,0.03441558441558441,0.014527845036319613,0.11258278145695365,0.03634276970160677
36059404902,Census Tract 4049.02,Nassau County,New York,0.948240928347762,0.2634002578743783,125057.0,0.7188720173535792,0.09112854556427279,0.046672428694900604,0.11600279524807827,0.05175907165223803
36059405000,Census Tract 4050,Nassau County,New York,0.933738167529916,0.25718878371137704,104191.0,0.6489406779661017,0.07900750897812601,0.00877963125548727,0.11095796002756719,0.06626183247008399
36059405100,Census Tract 4051,Nassau County,New York,0.9487125811178564,0.19238015490893867,140653.0,0.668228441180195,0.07087360242562062,0.008896077638495753,0.015665796344647518,0.05128741888214361
36059405200,Census Tract 4052,Nassau County,New York,0.9025957337445387,0.2851452068876895,112744.0,0.729475916388973,0.07080564784053156,0.018739352640545145,0.09190172884440401,0.09740426625546128
36059405301,Census Tract 4053.01,Nassau County,New York,0.9514957885564914,0.1472553006099332,145266.0,0.6731448763250883,0.06404199475065617,0.04449648711943794,0.10930009587727708,0.04850421144350858
36059405302,Census Tract 4053.02,Nassau County,New York,0.9606537530266344,0.18119451170298628,111343.0,0.6814621409921671,0.04353883664228492,0.03187546330615271,0.06605504587155964,0.03934624697336564
36059405400,Census Tract 4054,Nassau County,New York,0.9339006761482863,0.16961995803217533,135910.0,0.6768753372908797,0.020530197329081123,0.04897159647404505,0.05981235340109461,0.06609932385171369
36059405500,Census Tract 4055,Nassau County,New York,0.975584050588442,0.10100122958018619,134524.0,0.6602389436176902,0.03333333333333333,0.02734107997265892,0.030120481927710843,0.024415949411558002
36059405600,Census Tract 4056,Nassau County,New York,0.9458835598871506,0.10951526032315978,142609.0,0.6765774694416914,0.044921875,0.019286403085824494,0.0687789799072643,0.05411644011284944
36059405700,Census Tract 4057,Nassau County,New York,0.9630961392884179,0.1570779712339137,149693.0,0.6956731931351221,0.050382209867963865,0.05167394468704512,0.00926497838171711,0.03690386071158214
36059405800,Census Tract 4058,Nassau County,New York,0.9846827133479212,0.08728422076343302,146650.0,0.6446475965791801,0.03019213174748399,0.015488867376573089,0.025796661608497723,0.015317286652078765
36059405900,Census Tract 4059,Nassau County,New York,0.951112668652532,0.1165235675486245,162014.0,0.6204766107678729,0.05689900426742532,0.01293103448275862,0.04959702417854929,0.04888733134746803
36059406001,Census Tract 4060.01,Nassau County,New York,0.9692965410027206,0.0765643218033424,146071.0,0.6808721506442021,0.10043668122270742,0.013533834586466165,0.011450381679389313,0.030703458997279442
36059406002,Census Tract 4060.02,Nassau County,New York,0.991659219541257,0.21834971700923445,158977.0,0.6838205022643064,0.044551475015051176,0.05191873589164785,0.029087261785356068,0.00834078045874298
36059406100,Census Tract 4061,Nassau County,New York,0.9536157779401022,0.08802045288531775,154792.0,0.6211931581143095,0.04633982538616521,0.02735562310030395,0.012387387387387387,0.046384222059897784
36059406201,Census Tract 4062.01,Nassau County,New York,0.9490781387181738,0.22885572139303484,130043.0,0.6910505836575875,0.02364864864864865,0.009915014164305949,0.09378531073446328,0.050921861281826186
36059406202,Census Tract 4062.02,Nassau County,New York,0.9752275025278059,0.19228176609369735,128450.0,0.6556583003082342,0.052048354600402955,0.09396485867074103,0.10416666666666667,0.02477249747219412
36059406300,Census Tract 4063,Nassau County,New York,0.9944148260979944,0.06372175679106372,171691.0,0.685021304490331,0.06746411483253588,0.0,0.056018168054504165,0.005585173902005636
36059406400,Census Tract 4064,Nassau County,New York,0.9850656207572787,0.026700859858198825,232885.0,0.6369261477045908,0.008461297398934503,0.011249259917110717,0.009781790820165538,0.01493437924272134
36059406501,Census Tract 4065.01,Nassau County,New York,0.9906840934371524,0.07160734149054505,202222.0,0.5899647887323943,0.04953745150701283,0.027420257414661444,0.019662921348314606,0.009315906562847642
36059406600,Census Tract 4066,Nassau County,New York,0.9934892693513383,0.060525681215336385,231875.0,0.6301285976729945,0.009718172983479106,0.004665629860031105,0.03756830601092896,0.0065107306486617
36059406701,Census Tract 4067.01,Nassau County,New York,0.8169625246548323,0.26666666666666666,88125.0,0.6657949790794979,0.02356637863315004,0.1245674740484429,0.07568807339449542,0.18303747534516768
36059406702,Census Tract 4067.02,Nassau County,New York,0.936367558239862,0.49892148403796377,37578.0,0.657498552403011,0.14222809335094672,0.19182652210175147,0.42663316582914573,0.06363244176013805
36059406801,Census Tract 4068.01,Nassau County,New York,0.871313672922252,0.4269436997319035,50197.0,0.6445005611672279,0.09838920330866348,0.11692307692307692,0.29760225669957685,0.12868632707774796
36059406802,Census Tract 4068.02,Nassau County,New York,0.8171328671328671,0.42727272727272725,78565.0,0.7227990970654627,0.10274828232354778,0.10636704119850188,0.15748502994011976,0.18286713286713285
36059406900,Census Tract 4069,Nassau County,New York,0.8538283062645011,0.3974341476729903,96173.0,0.7101296880476691,0.06836130306021718,0.1008174386920981,0.1282051282051282,0.14617169373549888
36059407000,Census Tract 4070,Nassau County,New York,0.897068196303378,0.4490121096239643,51058.0,0.6336902212705211,0.11781932867763009,0.16708605938600907,0.2867326732673267,0.10293180369662203
36059407101,Census Tract 4071.01,Nassau County,New York,0.9501063624057242,0.258557339005995,109938.0,0.687164050741776,0.09042553191489362,0.1,0.15145368492224476,0.049893637594275786
36059407102,Census Tract 4071.02,Nassau County,New York,0.93681799811397,0.2543446046073016,144243.0,0.7250373816248546,0.06095325389550871,0.023113528212100613,0.0932857991681521,0.06318200188602996
36059407201,Census Tract 4072.01,Nassau County,New York,0.800336376741951,0.43392599711677077,65694.0,0.7640201638311279,0.06391752577319587,0.39435146443514646,0.27013177159590046,0.19966362325804898
36059407203,Census Tract 4072.03,Nassau County,New York,0.8387254901960784,0.4051470588235294,83438.0,0.5849174197569337,0.07671816728822589,0.21181556195965417,0.17525773195876287,0.16127450980392155
36059407204,Census Tract 4072.04,Nassau County,New York,0.8789420142421159,0.21600542556798916,116667.0,0.6097006441834028,0.027967681789931635,0.04582210242587601,0.05737704918032787,0.12105798575788407
36059407301,Census Tract 4073.01,Nassau County,New York,0.9523660784007496,0.11822583164141809,124875.0,0.45807867105469363,0.07902839548409168,0.05054509415262636,0.016146393972012917,0.047633921599250395
36059407302,Census Tract 4073.02,Nassau County,New York,0.9621946490887942,0.13144629701434665,101538.0,0.5951265229615745,0.045275590551181105,0.04452690166975881,0.1422475106685633,0.03780535091120585
36059407401,Census Tract 4074.01,Nassau County,New York,0.8936738440994826,0.22817559672842597,119683.0,0.6585074626865671,0.06860078573587186,0.04126984126984127,0.08775376555337262,0.10632615590051742
36059407402,Census Tract 4074.02,Nassau County,New York,0.86875,0.3383152173913043,101570.0,0.5877840070817351,0.05271084337349398,0.015978695073235686,0.1309055118110236,0.13124999999999998
36059407501,Census Tract 4075.01,Nassau County,New York,0.9289329396878954,0.2920708561788275,94286.0,0.6676334106728539,0.05994787141615986,0.08934337997847147,0.03248811410459588,0.07106706031210464
36059407502,Census Tract 4075.02,Nassau County,New York,0.9732415902140673,0.2591743119266055,101372.0,0.6781792773008585,0.07182808360317927,0.029475197699496764,0.04855562384757222,0.02675840978593269
36059407600,Census Tract 4076,Nassau County,New York,0.9383065228919922,0.1369984090507336,147699.0,0.6399653604676336,0.03721244925575101,0.0,0.030916245081506463,0.061693477108007766
36059407700,Census Tract 4077,Nassau County,New York,0.9674502712477396,0.16455696202531644,151058.0,0.5751861042183622,0.024158757549611734,0.04819277108433735,0.09029484029484029,0.032549728752260365
36059407801,Census Tract 4078.01,Nassau County,New York,0.9676833696441539,0.11837327523602033,161875.0,0.7075064710957722,0.028658536585365855,0.026119402985074626,0.0372972972972973,0.03231663035584609
36059407802,Census Tract 4078.02,Nassau County,New York,0.9908675799086758,0.1917808219178082,37188.0,0.08986784140969163,0.0,0.0,0.02572347266881029,0.0091324200913242
36059407900,Census Tract 4079,Nassau County,New York,0.9937202664129401,0.11874405328258801,90898.0,0.46078226312486925,0.025873808443032227,0.03981723237597911,0.06345177664974619,0.00627973358705991
36059408000,Census Tract 4080,Nassau County,New York,0.9650273224043716,0.10913348946135831,140707.0,0.6555933560136081,0.029304029304029304,0.010671688637790333,0.024946921443736732,0.03497267759562839
36059408100,Census Tract 4081,Nassau County,New York,0.8897694524495677,0.1201729106628242,149517.0,0.5600414078674948,0.03727664818237831,0.022967101179391682,0.11844240129799892,0.11023054755043227
36059408200,Census Tract 4082,Nassau County,New York,0.9647887323943662,0.16319657072872015,126009.0,0.6386973180076628,0.01889622075584883,0.06547619047619048,0.06467181467181467,0.035211267605633756
36059408300,Census Tract 4083,Nassau County,New York,0.9630818619582665,0.049029622063329927,148417.0,0.6459545710531256,0.05957570473699506,0.009411764705882352,0.08824833702882483,0.036918138041733495
36059408400,Census Tract 4084,Nassau County,New York,0.9957356076759062,0.01652452025586354,159645.0,0.685785536159601,0.019090909090909092,0.0,0.006603081438004402,0.004264392324093813
36059408500,Census Tract 4085,Nassau County,New York,0.9941221964423821,0.08785769528228925,185083.0,0.7643374437267567,0.029193341869398207,0.011538461538461539,0.03163618388531883,0.005877803557617911
36059408600,Census Tract 4086,Nassau County,New York,0.9940612151667428,0.16423024211968937,140820.0,0.7111955568547208,0.15577476366625564,0.005607476635514018,0.10022271714922049,0.00593878483325716
36059408700,Census Tract 4087,Nassau County,New York,0.97967397866774,0.11913865969007849,153214.0,0.6805555555555556,0.06301467955603295,0.019623233908948195,0.017329910141206675,0.020326021332260025
36059408800,Census Tract 4088,Nassau County,New York,0.971870170015456,0.10850077279752705,115417.0,0.6930710614921142,0.023523395551009973,0.007671232876712329,0.05116696588868941,0.028129829984544052
36059408900,Census Tract 4089,Nassau County,New York,0.971134704711347,0.126078301260783,155268.0,0.63541263076327,0.041158536585365856,0.01284296555750146,0.040878896269800714,0.028865295288653003
36059409000,Census Tract 4090,Nassau County,New York,0.9835154990145135,0.1302633936570507,110278.0,0.637065637065637,0.039057239057239054,0.010184595798854232,0.023858921161825725,0.016484500985486483
36059409100,Census Tract 4091,Nassau County,New York,0.9647480581557458,0.11491734714200358,136950.0,0.7306132188021952,0.05747877204441541,0.034432234432234435,0.018435754189944135,0.035251941844254175
36059409200,Census Tract 4092,Nassau County,New York,0.9846285226302306,0.08590947907771136,143676.0,0.7438082028928076,0.0514118273841236,0.013682331945270671,0.056056056056056056,0.015371477369769404
36059409300,Census Tract 4093,Nassau County,New York,0.9765325670498084,0.06657088122605365,135469.0,0.7250297265160524,0.04469044690446904,0.02288135593220339,0.010924981791697014,0.023467432950191602
36059409400,Census Tract 4094,Nassau County,New York,0.9524688509460083,0.07637286571296724,158889.0,0.7308835449878411,0.06691312384473198,0.05415499533146592,0.011527377521613832,0.047531149053991695
36059409500,Census Tract 4095,Nassau County,New York,0.970440881763527,0.08617234468937876,160897.0,0.7578530039646234,0.026156941649899398,0.024777006937561942,0.007898894154818325,0.029559118236472948
36059409600,Census Tract 4096,Nassau County,New York,0.9871820548768275,0.09333066292809934,180200.0,0.6029524051921609,0.013507809202195019,0.02573018080667594,0.03534183082271147,0.01281794512317247
36059409700,Census Tract 4097,Nassau County,New York,0.9806615776081425,0.08040712468193384,122328.0,0.7019507515190279,0.05193621867881549,0.025089605734767026,0.025412960609911054,0.019338422391857457
36059409800,Census Tract 4098,Nassau County,New York,0.9355799373040752,0.1487460815047022,168142.0,0.7178107606679035,0.06384078573274748,0.0036023054755043226,0.055168040583386174,0.06442006269592482
36059409900,Census Tract 4099,Nassau County,New York,0.9799351195482399,0.197885377868557,126019.0,0.6212676056338028,0.0553162548175017,0.02028698664027709,0.06295032233598787,0.020064880451760136
36059410000,Census Tract 4100,Nassau County,New York,0.9530406198638178,0.0894576191594271,141250.0,0.613477088948787,0.03690685413005272,0.0,0.03202328966521106,0.04695938013618217
36059410100,Census Tract 4101,Nassau County,New York,0.980126920507682,0.0716432865731463,156667.0,0.6956260032102729,0.022497836746466687,0.051341890315052506,0.07769929364278506,0.01987307949231798
36059410200,Census Tract 4102,Nassau County,New York,0.9871615964275746,0.06586659224113871,138171.0,0.739145416953825,0.021445221445221447,0.007246376811594203,0.008862629246676515,0.012838403572425383
36059410300,Census Tract 4103,Nassau County,New York,0.9525086778163459,0.1707163142947302,133015.0,0.6901166125023896,0.05263157894736842,0.010443864229765013,0.04300489929232444,0.04749132218365415
36059410400,Census Tract 4104,Nassau County,New York,0.9736121970289289,0.23573103987490227,140101.0,0.6729298667249289,0.031818181818181815,0.025528169014084508,0.07317073170731707,0.026387802971071128
36059410500,Census Tract 4105,Nassau County,New York,0.9603651213067499,0.22279606053326928,76853.0,0.6839732402559627,0.07761003614714013,0.020802377414561663,0.11737424188369604,0.03963487869325011
36059410600,Census Tract 4106,Nassau County,New York,0.916822780067441,0.18771075309104535,146490.0,0.6276000573805767,0.04342857142857143,0.046348314606741575,0.06090947017104714,0.083177219932559
36059410700,Census Tract 4107,Nassau County,New York,0.954817637452368,0.21665759390310288,118824.0,0.6970346552340122,0.05330599692465402,0.03822714681440443,0.026859504132231406,0.04518236254763197
36059410800,Census Tract 4108,Nassau County,New York,0.9634765625,0.1158203125,122604.0,0.668475696083058,0.03141546064242852,0.006838905775075988,0.04542462146148782,0.03652343749999998
36059410900,Census Tract 4109,Nassau County,New York,0.9716648797671925,0.21595956501761374,139519.0,0.6417565485362096,0.05432172869147659,0.05665349143610013,0.07556935817805382,0.028335120232807487
36059411000,Census Tract 4110,Nassau County,New York,0.8891629666173326,0.37082716658444337,72092.0,0.6588235294117647,0.05200501253132832,0.1423106350420811,0.12218045112781954,0.11083703338266737
36059411100,Census Tract 4111,Nassau County,New York,0.9533004926108375,0.5412807881773399,62768.0,0.5945244956772334,0.048473097430925836,0.14587525150905434,0.33069734004313445,0.04669950738916251
36059411200,Census Tract 4112,Nassau County,New York,0.9586697687149309,0.2277268372793212,102561.0,0.6370106761565836,0.07056748015289621,0.0,0.004821213338690237,0.041330231285069075
36059411301,Census Tract 4113.01,Nassau County,New York,0.9744331886155331,0.13217559093101786,157483.0,0.6530063822640242,0.047839506172839504,0.043601895734597156,0.019334880123743233,0.025566811384466925
36059411302,Census Tract 4113.02,Nassau County,New York,0.9870068879148404,0.09189104571070758,163173.0,0.6675772221054843,0.06043437204910293,0.0,0.0,0.01299311208515963
36059411400,Census Tract 4114,Nassau County,New York,0.9554913294797688,0.15245664739884393,186667.0,0.6602127659574468,0.03029326458266194,0.0,0.005131128848346636,0.04450867052023122
36059411500,Census Tract 4115,Nassau County,New York,0.9704784526637258,0.08585001696640651,250001.0,0.6406117247238743,0.03713527851458886,0.013580246913580247,0.007650273224043716,0.029521547336274212
36059411600,Census Tract 4116,Nassau County,New York,0.9840543333825483,0.10674737930016241,169029.0,0.4710510389348396,0.050535331905781584,0.0,0.04943934760448522,0.01594566661745167
36059411700,Census Tract 4117,Nassau County,New York,0.9650856389986825,0.2235836627140975,138971.0,0.6173971004832528,0.053711201079622135,0.05270935960591133,0.05913978494623656,0.034914361001317507
36059411800,Census Tract 4118,Nassau County,New York,0.9732766474339508,0.08882477983601579,164115.0,0.657430252419814,0.03695150115473441,0.027149321266968326,0.02120294244915621,0.026723352566049186
36059411901,Census Tract 4119.01,Nassau County,New York,0.9847746650426309,0.19397076735688185,91098.0,0.642353770260747,0.041689522764673616,0.0843520782396088,0.06685236768802229,0.015225334957369108
36059411902,Census Tract 4119.02,Nassau County,New York,0.9427225390528143,0.22836598065955865,142460.0,0.6210526315789474,0.03154425612052731,0.02616279069767442,0.04808475957620212,0.057277460947185665
36059412000,Census Tract 4120,Nassau County,New York,0.9598186366479049,0.13961851156973107,145117.0,0.740791004265219,0.042658989793247844,0.06931316950220542,0.05542051531356344,0.0401813633520951
36059412100,Census Tract 4121,Nassau County,New York,0.9860583016476553,0.13925855513307986,109504.0,0.6612414837244511,0.06153405838580424,0.007975460122699387,0.0,0.013941698352344711
36059412200,Census Tract 4122,Nassau County,New York,0.9629262490087233,0.06740681998413957,126486.0,0.7039007092198581,0.06513134220942784,0.06471030850263355,0.0708955223880597,0.037073750991276744
36059412301,Census Tract 4123.01,Nassau County,New York,0.9935309973045822,0.09218328840970351,97289.0,0.6756842775302355,0.04380593499764484,0.09012875536480687,0.033218785796105384,0.006469002695417836
36059412302,Census Tract 4123.02,Nassau County,New York,0.9628415300546448,0.1628415300546448,159931.0,0.6484196806777452,0.04271356783919598,0.0,0.021132075471698115,0.03715846994535521
36059412400,Census Tract 4124,Nassau County,New York,0.9632541445906683,0.15416168176380107,93614.0,0.5706920483838984,0.01911049339819319,0.0,0.08367670364500793,0.03674585540933173
36059412500,Census Tract 4125,Nassau County,New York,0.9921359715880264,0.05124302384576357,182604.0,0.6888227513227513,0.059049447911665866,0.008583690987124463,0.018532818532818532,0.007864028411973645
36059412600,Census Tract 4126,Nassau County,New York,0.9945638105099663,0.04167745275692467,250001.0,0.7060208543558695,0.023820867079561697,0.0,0.00938566552901024,0.0054361894900336605
36059412700,Census Tract 4127,Nassau County,New York,0.9986913849509269,0.06303162486368594,222083.0,0.6990493166963755,0.12154696132596685,0.05428796223446106,0.029914529914529916,0.001308615049073092
