FIPS,Tract,County,State,Vacancy Rate,No Vehicle,Single Parent Household,Multi-Unit Structures,Mobile Homes,Owner Occupied Housing,Crowded Housing,Lack Complete Plumbing,Median Home Value,Median Monthly Mortgage,Median Gross Rent,No Home Broadband,Rent Burden (40% Income)
36059410400,Census Tract 4104,Nassau County,New York,0.0998003992015968,0.014276002719238613,0.04138950480413895,0.0,0.0,0.9002217294900222,0.037694013303769404,0.003695491500369549,541800.0,3386.0,2291.0,0.03127443315089917,0.31851851851851853
36059410500,Census Tract 4105,Nassau County,New York,0.06379425517702071,0.06146295863519514,0.04174099179450589,0.1790247160988644,0.0,0.5882982518729932,0.05529789511237959,0.0,580000.0,3674.0,1456.0,0.05767599660729428,0.3076256499133449
36059410600,Census Tract 4106,Nassau County,New York,0.02679658952496955,0.05011447468837446,0.005840634125990822,0.02151847340641494,0.004466098254161592,0.8827701293283271,0.02252816020025031,0.0,597600.0,3455.0,2173.0,0.02550956608728272,0.7686832740213523
36059410700,Census Tract 4107,Nassau County,New York,0.04498816101026046,0.011631205673758865,0.04214876033057851,0.05722178374112076,0.0,0.7479338842975206,0.0652892561983471,0.0,579400.0,3638.0,1970.0,0.01401169908855937,0.2459016393442623
36059410800,Census Tract 4108,Nassau County,New York,0.05358255451713396,0.023792357606344627,0.031599736668861095,0.040498442367601244,0.00809968847352025,0.9552337063857801,0.026333113890717578,0.0,546700.0,3307.0,2446.0,0.03961165048543691,0.38235294117647056
36059410900,Census Tract 4109,Nassau County,New York,0.04309063893016345,0.01073519843851659,0.028985507246376812,0.079247152055473,0.0,0.7598343685300207,0.09989648033126294,0.0,626500.0,3406.0,1754.0,0.04368485591661553,0.5517241379310345
36059411000,Census Tract 4110,Nassau County,New York,0.08011527377521614,0.03902273498473023,0.09523809523809523,0.018443804034582133,0.0,0.6353383458646616,0.02944862155388471,0.005639097744360902,551200.0,3259.0,1843.0,0.04583676834295136,0.44329896907216493
36059411100,Census Tract 4111,Nassau County,New York,0.045298558682223745,0.15475578406169666,0.039539899352983465,0.16746739876458477,0.0,0.2559309849029475,0.24802300503235084,0.0,579300.0,4001.0,1766.0,0.1524185587364264,0.4434782608695652
36059411200,Census Tract 4112,Nassau County,New York,0.059334845049130766,0.07919204873356846,0.0,0.20030234315948603,0.0,0.670148654077943,0.012053033346725592,0.0,805900.0,3713.0,2106.0,0.03658035347307853,0.37393422655298414
36059411301,Census Tract 4113.01,Nassau County,New York,0.09453781512605042,0.0,0.03248259860788863,0.07072829131652661,0.0,0.9404485692188709,0.01160092807424594,0.0,875800.0,4001.0,3501.0,0.03328509406657021,1.0
36059411302,Census Tract 4113.02,Nassau County,New York,0.02440239043824701,0.0,0.015313935681470138,0.010956175298804782,0.0,0.9509954058192955,0.0,0.0,860600.0,4001.0,3501.0,0.04619522227495654,0.4791666666666667
36059411400,Census Tract 4114,Nassau County,New York,0.06949602122015915,0.02118209771096686,0.0,0.15278514588859415,0.0,0.8312428734321551,0.03876852907639681,0.0,938400.0,4001.0,2547.0,0.023026792179580036,0.38513513513513514
36059411500,Census Tract 4115,Nassau County,New York,0.0701219512195122,0.009922041105598866,0.030601092896174863,0.06707317073170732,0.003048780487804878,0.9748633879781421,0.0,0.0,1434800.0,4001.0,2000.0,0.02714625042416019,0.13043478260869565
36059411600,Census Tract 4116,Nassau County,New York,0.09292649098474341,0.02922077922077922,0.0,0.20064724919093851,0.0,0.836901121304791,0.02089704383282365,0.0,1214000.0,4001.0,1962.0,0.02441550754661137,0.334375
36059411700,Census Tract 4117,Nassau County,New York,0.04009527590313616,0.05236980690462258,0.028949545078577336,0.23858674077014688,0.0,0.8014888337468983,0.035153019023986765,0.0,596400.0,3847.0,2482.0,0.017852419994710433,0.5645833333333333
36059411800,Census Tract 4118,Nassau County,New York,0.03788509575353872,0.06314826113483832,0.016443098225876245,0.12073272273105745,0.0,0.7793163132842925,0.004759844223279966,0.0,592600.0,3670.0,2198.0,0.05825981137815639,0.2372549019607843
36059411901,Census Tract 4119.01,Nassau County,New York,0.10752019888129273,0.018790369935408103,0.004874651810584958,0.4120571783716594,0.01305158483530143,0.5550139275766016,0.06267409470752089,0.0,496700.0,3176.0,1695.0,0.16022099447513816,0.5023474178403756
36059411902,Census Tract 4119.02,Nassau County,New York,0.02386634844868735,0.0,0.04645476772616137,0.008750994431185362,0.0,0.8573757131214343,0.022004889975550123,0.004074979625101874,616100.0,4001.0,2396.0,0.048103149020580216,0.3028571428571429
36059412000,Census Tract 4120,Nassau County,New York,0.04591836734693878,0.011490866234531527,0.08118619348565873,0.09415584415584416,0.0,0.7535245503159942,0.02236266407389402,0.007778317938745746,586900.0,3768.0,1992.0,0.026274386406545003,0.40631163708086787
36059412100,Census Tract 4121,Nassau County,New York,0.04512974802557353,0.0033680342927127987,0.038991729027176056,0.22414441519368183,0.0,0.7089405277668374,0.018511224891689642,0.0,540800.0,3366.0,2118.0,0.04191329387298037,0.31799729364005414
36059412200,Census Tract 4122,Nassau County,New York,0.09590361445783133,0.004431909750201451,0.09221748400852879,0.03662650602409639,0.0,0.837953091684435,0.0042643923240938165,0.0042643923240938165,616400.0,4001.0,2315.0,0.08984529948433162,0.3618421052631579
36059412301,Census Tract 4123.01,Nassau County,New York,0.03215077605321508,0.043348281016442454,0.023482245131729668,0.5659645232815964,0.0,0.6248568155784651,0.022909507445589918,0.0,487600.0,2818.0,2078.0,0.029126213592232997,0.40916030534351144
36059412302,Census Tract 4123.02,Nassau County,New York,0.05017921146953405,0.026644915715062535,0.02339622641509434,0.08243727598566308,0.0,0.7562264150943396,0.004528301886792453,0.0,685800.0,4001.0,1641.0,0.03335155822854019,0.6996904024767802
36059412400,Census Tract 4124,Nassau County,New York,0.027435265104808877,0.007336757153338224,0.03454833597464342,0.5277435265104808,0.0,0.5736925515055468,0.030744849445324882,0.01584786053882726,577700.0,3585.0,1443.0,0.14489270386266095,0.3026022304832714
36059412500,Census Tract 4125,Nassau County,New York,0.07894736842105263,0.011258955987717503,0.061003861003861,0.00995732574679943,0.0,0.9714285714285714,0.0,0.003088803088803089,858500.0,4001.0,0.0,0.01851851851851849,0.0
36059412600,Census Tract 4126,Nassau County,New York,0.03220478943022296,0.007088607594936709,0.017064846416382253,0.011560693641618497,0.0,0.9667235494880546,0.0,0.0,998100.0,4001.0,0.0,0.016193257233873104,0.0
36059412700,Census Tract 4127,Nassau County,New York,0.007072135785007072,0.004967709885742673,0.019230769230769232,0.0,0.0,0.9522792022792023,0.0,0.0,843500.0,4001.0,0.0,0.017230098146128636,0.0
36059412800,Census Tract 4128,Nassau County,New York,0.01386481802426343,0.0,0.054481546572934976,0.0,0.0,0.9657293497363796,0.0035149384885764497,0.0,569600.0,3538.0,2969.0,0.046251993620414655,0.5897435897435898
36059412900,Census Tract 4129,Nassau County,New York,0.04434479322371699,0.0,0.05943691345151199,0.004484304932735426,0.0,0.8925964546402503,0.013555787278415016,0.0,473200.0,3339.0,0.0,0.04014833924540473,0.0
36059413001,Census Tract 4130.01,Nassau County,New York,0.016332590942835932,0.021445221445221447,0.007547169811320755,0.08092056421677803,0.0,0.8332075471698113,0.012830188679245283,0.0,595800.0,3397.0,0.0,0.03879753340184999,0.21266968325791855
36059413002,Census Tract 4130.02,Nassau County,New York,0.01697216564833673,0.016377171215880892,0.11464088397790055,0.019008825526137134,0.0,0.8577348066298343,0.0,0.0,590400.0,3875.0,2188.0,0.020600089565606772,0.6893203883495146
36059413100,Census Tract 4131,Nassau County,New York,0.02702702702702703,0.021883920076117985,0.02891156462585034,0.03088803088803089,0.0,0.9501133786848073,0.0045351473922902496,0.0,597600.0,3649.0,0.0,0.08833432362844129,0.23863636363636365
36059413200,Census Tract 4132,Nassau County,New York,0.06759703445268207,0.012495889510029596,0.0,0.06367204535542957,0.0,0.8868101028999065,0.0,0.0,533600.0,3630.0,2232.0,0.027910263204380836,0.0
36059413300,Census Tract 4133,Nassau County,New York,0.015463917525773196,0.0,0.0,0.004725085910652921,0.0,0.9786212914485166,0.0,0.004363001745200698,615200.0,3246.0,0.0,0.01739788199697423,0.6326530612244898
