FIPS,Tract,County,State,PM25,Lead Paint,Diesel PM,Air Toxics Cancer,Air Toxics Resp,Toxics Release to Air,Traffic Proximity,Water Discharge,Superfund Proximity,RMP Proximity,Hazardous Waste Proximity,Ozone,Underground Storage Tanks
36059303102,Census Tract 3031.02,Nassau County,New York,7.84391753424658,0.906571654790182,0.457770979,30.0,0.3,113.3986390934061,192.4016428564348,4.2306942519e-05,0.828622874948385,0.093621527663483,2.676842648783083,70.74276,0.811278723706685
36059303203,Census Tract 3032.03,Nassau County,New York,7.8068504109589,0.85,0.440899517,30.0,0.3,126.86557217461448,272.3084968327527,4.5452185608e-05,1.253340821009138,0.092437816808395,2.756517227611936,70.30456,1.735160631758709
36059303204,Census Tract 3032.04,Nassau County,New York,7.79912520547945,0.718575418994413,0.41927337,30.0,0.3,127.52280899188042,262.21803820051304,4.8664280571e-05,2.066854593663841,0.089107946492973,2.717455927310506,70.04001,0.661997067863707
36059303301,Census Tract 3033.01,Nassau County,New York,7.81577178082192,0.908722109533468,0.445293033,30.0,0.3,84.23269449837272,128.1488789167574,4.3449822465e-05,0.666604247927311,0.105184061758301,2.726507887739456,70.80211,1.323642853585103
36059303302,Census Tract 3033.02,Nassau County,New York,7.79912356164384,0.791741472172351,0.446893063,30.0,0.3,89.20677520760358,152.16288768913373,4.4702510923e-05,0.709091088487288,0.110483973218456,2.54375707868597,70.79186,1.094805200916667
36059303400,Census Tract 3034.00,Nassau County,New York,7.77940575342466,0.858989424206815,0.486333856,20.0,0.3,94.61516237612477,260.5525887472968,4.540109913e-05,0.624381417269565,0.121777044919471,2.140352063859735,70.90322,0.326740496669565
36059303500,Census Tract 3035.00,Nassau County,New York,7.78381753424657,0.874054054054054,0.44156865,30.0,0.3,103.27279726435304,287.72938354796673,4.9134724418e-05,1.36239452789963,0.102580214021627,4.026414969249168,70.3273,6.098735495798521
36059303600,Census Tract 3036.00,Nassau County,New York,7.75304767123288,0.589173640167364,0.459161847,30.0,0.3,97.59040855923536,457.1430986258836,5.3223397193e-05,1.310171606683876,0.110714534346962,7.056098600764958,70.27499,1.261479679217833
36059303700,Census Tract 3037.00,Nassau County,New York,7.73748273972603,0.791477471184072,0.499551028,20.0,0.3,104.35041128000888,477.53540829949577,5.3261667507e-05,0.955706429881803,0.126054284927332,3.959938654184043,70.38218,0.0
36059303800,Census Tract 3038.00,Nassau County,New York,7.70592082191781,0.801334702258727,0.494191105,20.0,0.3,120.12008462503496,844.6057097845356,5.3175403716e-05,0.904527407805395,0.155951320405195,2.058886493884915,70.47497,1.483693244758042
36059303900,Census Tract 3039.00,Nassau County,New York,7.68700876712329,0.867424242424242,0.452796747,20.0,0.3,176.08607983495503,935.569234356512,4.3947582934e-05,0.542309690151198,0.258059939883982,2.229791118375748,70.88144,1.042134266247754
36059304001,Census Tract 3040.01,Nassau County,New York,7.67250438356164,0.853179190751445,0.480899907,20.0,0.3,144.0703226699351,260.1274370819534,5.3603934948e-05,0.68868601610454,0.185034700812285,2.26734393396032,70.48339,1.069861786599008
36059304002,Census Tract 3040.02,Nassau County,New York,7.67310191780822,0.573877962682803,0.452931854,20.0,0.3,165.28603650619584,545.1389576643687,5.1122255826e-05,0.672918439087545,0.210573556552337,2.315629214176147,70.5784,1.687005083013745
36059304100,Census Tract 3041.00,Nassau County,New York,7.65202164383562,0.784538296349319,0.402535906,20.0,0.3,221.3968035159528,501.9138135026004,4.6951622028e-05,0.692412570921329,0.275729499913899,2.313346927347684,70.65616,2.867589377444056
36059304202,Census Tract 3042.02,Nassau County,New York,7.60566739726027,0.732884399551066,0.389903636,20.0,0.3,644.2231981811856,284.05799586804903,4.8942028416e-05,1.125609296367103,0.355238235686613,3.24250945450654,70.56589,2.435033023942945
36059304203,Census Tract 3042.03,Nassau County,New York,7.6295501369863,0.535553555355535,0.410994488,30.0,0.3,479.1432760125288,290.58800602148085,4.3571661954e-05,0.943252938350062,0.476493929431702,4.892997324288567,70.73491,0.0
36059304204,Census Tract 3042.04,Nassau County,New York,7.63477589041096,0.408906882591093,0.38546486,20.0,0.3,300.8436463243387,229.76232903742047,4.627089473e-05,0.856536600224933,0.337126590381792,3.086735648793521,70.63535,0.949034232114825
36059404300,Census Tract 4043.00,Nassau County,New York,7.87428931506849,0.90892696122633,0.625237788,30.0,0.4,127.05236744877215,1187.9481563664763,6.989e-12,0.283091655236151,0.061469329208738,2.040431650341234,68.91465,7.217727075766705
36059404400,Census Tract 4044.00,Nassau County,New York,7.83892136986301,0.832941176470588,0.602188087,30.0,0.4,125.82664943451044,126.85889693989968,6.993e-12,0.494237251088684,0.064754332950843,1.847395241191011,69.01716,1.784892703832464
36059404500,Census Tract 4045.00,Nassau County,New York,7.81954356164384,0.897910447761194,0.519552859,30.0,0.4,124.90002341971764,231.5919709279796,3.9818467346e-05,0.792111857355242,0.070188014077528,1.849830536900717,69.29716,2.465158077665818
36059404600,Census Tract 4046.00,Nassau County,New York,7.79667561643836,0.827725437415881,0.507743455,30.0,0.4,126.2047691304278,74.28414040291166,2.7605523429e-05,0.804538435829347,0.06840217126058,1.783832759812097,68.95153,1.208617061611545
36059404700,Census Tract 4047.00,Nassau County,New York,7.78854164383562,0.836882646125962,0.439876064,30.0,0.3,125.01487479842544,318.3673402733451,4.7897887114e-05,1.17717523276671,0.075141008633837,2.118450851242931,69.46818,0.600400691875
36059404800,Census Tract 4048.00,Nassau County,New York,7.80968876712329,0.63784665579119,0.51227072,30.0,0.4,127.42582006762018,168.27324306868917,0.000245171769247,0.735993193061929,0.066826161705249,2.330427893106901,68.65513,3.622730276025214
36059404901,Census Tract 4049.01,Nassau County,New York,7.79587698630137,0.945479641131815,0.55423617,30.0,0.4,131.3348318840275,496.96946259906383,9.117e-12,0.249142798005541,0.05859239292243,1.841281496399312,68.21923,0.523407921029805
36059404902,Census Tract 4049.02,Nassau County,New York,7.78567068493151,0.623436471362738,0.547916668,30.0,0.4,128.69458683094203,161.63396951677743,8.762e-12,0.289191286874169,0.060519438000229,2.028322634019023,68.29979,0.807624538574375
36059405000,Census Tract 4050.00,Nassau County,New York,7.74152794520548,0.783225806451612,0.516851013,30.0,0.3,128.70028610982945,192.84231348444345,0.000815815615386,0.479476110521915,0.06487396041005,2.417623936227582,68.35916,3.21147185302384
36059405100,Census Tract 4051.00,Nassau County,New York,7.70355726027397,0.803914044512663,0.48031582,30.0,0.3,129.7526908525911,102.52744776370804,0.002002754027617,0.301043305792473,0.062070127990141,0.83904549927029,68.13478,0.913021138325598
36059405200,Census Tract 4052.00,Nassau County,New York,7.71511342465753,0.613955595831445,0.454190156,30.0,0.3,128.02862463971124,155.32099883790286,0.005017837907831,0.597203795455593,0.067002859602304,0.700443186060085,68.51549,1.549342760100919
36059405301,Census Tract 4053.01,Nassau County,New York,7.73861917808219,0.811753902662993,0.426715837,30.0,0.3,126.4184261804418,248.6836631453125,5.411926118e-05,2.533369047877425,0.073533222917026,1.270543360452317,68.94114,1.306652291
36059405302,Census Tract 4053.02,Nassau County,New York,7.70373643835616,0.809690601284296,0.402063576,30.0,0.3,124.57702731650755,214.8749585406612,6.06904244e-05,2.337289291656111,0.078359980888941,1.296605977343423,69.08167,1.237047036786496
36059405400,Census Tract 4054.00,Nassau County,New York,7.69287095890411,0.777777777777777,0.438295279,30.0,0.3,126.67109524342932,206.6154258553352,0.003548511134681,0.745930989755808,0.069165432700387,0.626958269556026,68.51846,1.86481392133652
36059405500,Census Tract 4055.00,Nassau County,New York,7.67626684931507,0.825443786982248,0.419902646,20.0,0.3,123.7259820339792,183.69075111234304,6.4445828579e-05,0.91461340046376,0.075302353844098,0.846504321017582,68.71545,2.023635265734661
36059405600,Census Tract 4056.00,Nassau County,New York,7.65089095890411,0.856600910470409,0.422175733,20.0,0.3,122.09643032788854,38.57845164120346,0.002652014618448,0.577705896934662,0.072189596657459,0.574587694816479,68.50725,0.0
36059405700,Census Tract 4057.00,Nassau County,New York,7.63064684931507,0.774878640776699,0.421771276,20.0,0.3,121.2922637223902,622.3436027758529,0.00729879879714,0.338827761524208,0.068375433069254,0.479986135762206,68.21625,2.235759537537487
36059405800,Census Tract 4058.00,Nassau County,New York,7.68602465753425,0.951600893521965,0.390554385,20.0,0.3,123.64173756287934,200.49290965416364,6.7584265234e-05,1.277857308002913,0.083709114750425,1.41895632568002,69.08602,2.086683344368051
36059405900,Census Tract 4059.00,Nassau County,New York,7.60055315068493,0.880268784361637,0.418083348,20.0,0.3,108.74939375807227,496.94495063521407,0.000483913045375,0.393362730060241,0.074934142921223,0.52469001164912,68.41829,0.333960099303985
36059406001,Census Tract 4060.01,Nassau County,New York,7.62238547945205,0.872327428222357,0.418337046,20.0,0.3,114.59866416849403,249.30354867620247,8.2234133039e-05,0.817937579100189,0.082643170424701,1.161929913810124,68.7841,4.050298551477631
36059406002,Census Tract 4060.02,Nassau County,New York,7.60509808219178,0.730358874878758,0.422595905,20.0,0.3,100.93646503369324,160.1810444065891,9.2523831118e-05,0.640002016986157,0.08265529803433,0.823829503436323,68.63884,2.964612223021041
36059406100,Census Tract 4061.00,Nassau County,New York,7.64122328767123,0.805376344086021,0.406329248,20.0,0.3,109.04394137160676,194.4581725496008,8.3262478876e-05,0.944073595943446,0.089380058143713,1.562635797376913,69.04057,2.846974257816035
36059406201,Census Tract 4062.01,Nassau County,New York,7.57188109589041,0.817679558011049,0.417011427,20.0,0.3,96.89796929966025,559.8655566749101,0.000107636273113,0.254105649529239,0.080205100317217,0.423166630891212,68.51505,3.982282903206142
36059406202,Census Tract 4062.02,Nassau County,New York,7.52093315068493,0.629680054458815,0.417481331,20.0,0.3,99.34099667405792,326.53652450897977,0.007579809400691,0.249582049755471,0.070854402499918,0.246752582637156,68.08359,0.34628623162103
36059406300,Census Tract 4063.00,Nassau County,New York,7.7650802739726,0.912452830188679,0.41078113,30.0,0.3,125.03916146345608,245.21755971522012,5.2516725367e-05,2.007084479096832,0.078907684636621,2.11690662123796,69.37965,0.094829918768736
36059406400,Census Tract 4064.00,Nassau County,New York,7.73160876712329,0.834044065387349,0.401074964,20.0,0.3,119.89480260067644,297.00099263140476,5.9142667588e-05,1.766464226560449,0.093606738400403,2.45202579177821,69.77999,0.0
36059406501,Census Tract 4065.01,Nassau County,New York,7.6688895890411,0.731771984091913,0.399009881,20.0,0.3,96.11600320353446,209.50680308559777,7.732187564e-05,1.239037519407595,0.10750020926512,1.698236906935584,69.44202,1.123930529937693
36059406600,Census Tract 4066.00,Nassau County,New York,7.68272273972603,0.944370860927152,0.441445647,20.0,0.3,101.35444158112303,328.02550193644146,6.4761587012e-05,2.132602461172335,0.123931504368866,2.768439062303583,69.9729,0.0
36059406701,Census Tract 4067.01,Nassau County,New York,7.59324109589041,0.487360970677452,0.402117286,20.0,0.3,73.69847467325602,620.8951536314001,0.000111062835128,0.769672976201326,0.095977777516984,4.936943112006628,68.90005,2.596179727851699
36059406702,Census Tract 4067.02,Nassau County,New York,7.64231917808219,0.349549549549549,0.400217402,20.0,0.3,75.03218660995827,242.7796611078688,9.4895470705e-05,0.898990843507584,0.099412393463216,2.802469069469473,69.16281,4.160236662483694
36059406801,Census Tract 4068.01,Nassau County,New York,7.61127506849315,0.497900419916016,0.395363793,20.0,0.3,80.95540454524986,867.7355499256414,0.000103574173066,0.81291237179317,0.107770603472699,1.996930574192553,69.23955,1.208250430157438
36059406802,Census Tract 4068.02,Nassau County,New York,7.61604465753425,0.427138643067846,0.39396755,20.0,0.3,80.81820266926566,767.733371062095,0.00010320197905,0.894678199988661,0.109219858765119,1.923161772934665,69.29348,0.721529973112851
36059406900,Census Tract 4069.00,Nassau County,New York,7.60695479452055,0.582050153981522,0.392996313,20.0,0.3,88.4960740588791,260.9258238754812,0.000101538240621,0.749799864414392,0.117822538253114,1.524870365736822,69.40035,0.994523894992704
36059407000,Census Tract 4070.00,Nassau County,New York,7.54350109589041,0.617012617012617,0.402155575,20.0,0.3,75.19570035272494,689.861672585849,0.000146554106623,0.432469641942833,0.094769882643041,1.077513060835108,68.68862,0.709711994770841
36059407101,Census Tract 4071.01,Nassau County,New York,7.52546904109589,0.724823604874919,0.394446974,20.0,0.3,78.60332628491571,611.8952457227088,0.000188439728347,0.234508854824259,0.097720690350126,0.561713522556675,68.68315,0.0
36059407102,Census Tract 4071.02,Nassau County,New York,7.50533260273973,0.81030303030303,0.386595786,20.0,0.3,83.22533345821344,394.6917937664612,0.000209115541624,0.238286653556526,0.103308189444502,0.512770650999315,68.65543,0.765278193273895
36059407201,Census Tract 4072.01,Nassau County,New York,7.57123671232877,0.592909535452322,0.391092634,20.0,0.3,83.93057657441278,742.7648044134696,0.000126397767465,0.506395333179762,0.110013407110906,1.457719318171721,69.07801,0.309304276732116
36059407203,Census Tract 4072.03,Nassau County,New York,7.55625698630137,0.649859943977591,0.390268632,20.0,0.3,88.87980378169675,266.2497024109414,0.000137655476534,0.323782006357956,0.112427666313524,1.226539665580394,69.01603,0.255198752442655
36059407204,Census Tract 4072.04,Nassau County,New York,7.55601616438356,0.822619047619047,0.397609026,20.0,0.3,94.59230871378864,221.26209984764756,0.000134096891503,0.324950667046348,0.11886056525948,1.065806755725421,69.18903,0.538773469323736
36059407301,Census Tract 4073.01,Nassau County,New York,7.61766082191781,0.150379506641366,0.426728346,20.0,0.3,123.1218971784054,408.8253185710248,8.4691485973e-05,0.681863643420949,0.15003005176844,1.638418873977932,69.88007,0.974362380290054
36059407302,Census Tract 4073.02,Nassau County,New York,7.53901753424658,0.832191780821917,0.406293179,20.0,0.3,115.5208790833054,291.7935880348967,0.000109909546436,0.423944339836218,0.138568125562442,0.79219713094156,69.29219,0.987297810623116
36059407401,Census Tract 4074.01,Nassau County,New York,7.51421808219178,0.757180156657963,0.398725689,20.0,0.3,100.84282968914752,205.80847407541447,0.000150004376654,0.263150582435773,0.12126390512075,0.606697332070842,69.04162,10.937193932192264
36059407402,Census Tract 4074.02,Nassau County,New York,7.48146438356164,0.795833333333333,0.396225712,20.0,0.3,107.62369339817975,225.97762314556144,0.000136268344441,0.236364078522263,0.129154444898908,0.555067373760571,68.9414,4.842524946672641
36059407501,Census Tract 4075.01,Nassau County,New York,7.48007068493151,0.643579766536965,0.381573527,20.0,0.3,87.0609199113355,415.75068547726846,0.000265987314453,0.217667374759614,0.106284639218413,0.610352729701648,68.57966,5.068183970675129
36059407502,Census Tract 4075.02,Nassau County,New York,7.45812054794521,0.842038216560509,0.382602541,20.0,0.3,93.01800958183296,746.4838948788274,0.000235716472894,0.198094833152216,0.110959500326152,0.793690700730885,68.58727,4.550191592227971
36059407600,Census Tract 4076.00,Nassau County,New York,7.59606356164384,0.876190476190476,0.371380328,20.0,0.3,324.39358792071846,125.85651251536012,5.4065731015e-05,1.60403569370674,0.312116875305353,2.640067435287569,70.15635,0.70230630327014
36059407700,Census Tract 4077.00,Nassau County,New York,7.57011287671233,0.858873410054512,0.369496308,20.0,0.3,382.7308549562055,206.44641990536368,5.6762793764e-05,1.472572192072753,0.32685074667903,3.017778257898512,69.85344,0.529848823111881
36059407801,Census Tract 4078.01,Nassau County,New York,7.52376493150685,0.792343995804929,0.368929016,20.0,0.3,409.19103909983727,438.74315164744166,5.5211934442e-05,0.834166474824263,0.33367176442976,2.922347168955343,69.8153,0.979668202653408
36059407802,Census Tract 4078.02,Nassau County,New York,7.51370219178082,0.052256532066508,0.358510155,20.0,0.3,235.6283699,151.1450214,6.12648e-05,0.495087103,0.255093363,3.155833247,69.67394,1.323518745
36059407900,Census Tract 4079.00,Nassau County,New York,7.47832493150685,0.549724925941599,0.395135555,20.0,0.3,120.33869852595056,617.7010827951917,0.000112596749702,0.329667864703154,0.142185655138448,0.682839208226087,68.93492,1.202862253640239
36059408000,Census Tract 4080.00,Nassau County,New York,7.49045863013699,0.64318766066838,0.394051533,20.0,0.3,138.75211372847457,246.36943797217256,9.0464817673e-05,0.382654841150077,0.163171777653313,1.071091749301387,69.25711,0.45678334987396
36059408100,Census Tract 4081.00,Nassau County,New York,7.43316054794521,0.824352331606217,0.397535051,20.0,0.3,112.4025356601974,128.67269294278705,9.1594096545e-05,0.192927662283205,0.148501351014371,0.705268467519234,68.94588,0.0
36059408200,Census Tract 4082.00,Nassau County,New York,7.47881424657534,0.786216596343178,0.390320486,20.0,0.3,152.18640748599591,220.5294983645473,7.3183810864e-05,0.269123647785923,0.188629038750292,2.376888280817903,69.36871,1.148958325885806
36059408300,Census Tract 4083.00,Nassau County,New York,7.43223342465753,0.808655070004242,0.396884018,20.0,0.3,138.71696403822583,280.1714499124108,0.03794276267287,0.234788600578005,0.177216629536729,1.140335454652581,69.17337,0.0
36059408400,Census Tract 4084.00,Nassau County,New York,7.40121342465753,0.705681040383299,0.390742272,20.0,0.3,93.71837226378699,998.7661848630912,0.000124323624842,0.158267253307867,0.121905233189982,0.722614052010625,68.65131,1.771396081224134
36059408500,Census Tract 4085.00,Nassau County,New York,7.38320465753425,0.624821002386634,0.401224192,20.0,0.3,100.29370034217412,446.1580816477016,0.054819162227708,0.167069419293136,0.13826982180699,0.63458719059005,68.72633,0.0
36059408600,Census Tract 4086.00,Nassau County,New York,7.48174575342466,0.875268817204301,0.374960211,20.0,0.3,324.6654115886894,187.79698247653496,0.03686027673833,0.66164427263465,0.310704795232944,2.540725302980252,69.78735,0.0
36059408700,Census Tract 4087.00,Nassau County,New York,7.4846101369863,0.877346683354192,0.36967358,20.0,0.3,333.345580888772,78.15599489703419,0.048716264923002,0.697258902626543,0.334428229285454,2.466088090037022,69.7855,0.0
36059408800,Census Tract 4088.00,Nassau County,New York,7.44160657534247,0.887425658453695,0.371663412,20.0,0.3,173.89868411664227,161.05598180574145,0.136734441915472,0.802607453972653,0.240720384008336,1.881868188026908,69.66158,0.0
36059408900,Census Tract 4089.00,Nassau County,New York,7.45686712328767,0.888211382113821,0.37147305,20.0,0.3,228.90163839313624,229.28477085966807,0.062629424495263,0.5424310985389,0.24567262228648,2.662839195098721,69.54634,0.39767235683731
